X,Y,Z
578020,5312990,156.2
578030,5312990,156.4
578040,5312990,156.5
578050,5312990,156.6
578060,5312990,156.6
578070,5312990,156.7
578080,5312990,156.7
578090,5312990,156.6
578100,5312990,156.7
578110,5312990,156.9
578120,5312990,157.6
578130,5312990,158.2
578140,5312990,159.7
578150,5312990,161.7
578160,5312990,163.6
578170,5312990,165
578180,5312990,166.1
578190,5312990,167.2
578200,5312990,168.3
578210,5312990,169.5
578220,5312990,170.6
578230,5312990,171.8
578240,5312990,173
578250,5312990,174.2
578260,5312990,175.4
578270,5312990,176.6
578280,5312990,177.9
578290,5312990,179.3
578300,5312990,180.9
578310,5312990,182.5
578320,5312990,184.2
578330,5312990,185.9
578340,5312990,187.5
578350,5312990,188.7
578360,5312990,189.7
578370,5312990,190.8
578380,5312990,191.8
578390,5312990,192.8
578400,5312990,193.8
578410,5312990,194.7
578420,5312990,195.7
578430,5312990,196.7
578440,5312990,197.8
578450,5312990,198.9
578460,5312990,200
578470,5312990,201.1
578480,5312990,202.8
578490,5312990,204.7
578500,5312990,206.2
578510,5312990,207.3
578520,5312990,207.5
578530,5312990,207.7
578540,5312990,207.9
578550,5312990,208
578560,5312990,208.2
578570,5312990,208.3
578580,5312990,208.5
578590,5312990,208.6
578600,5312990,208.7
578610,5312990,208.9
578620,5312990,208.8
578630,5312990,209
578640,5312990,209.2
578650,5312990,209.3
578660,5312990,209.5
578670,5312990,209.6
578680,5312990,209.8
578690,5312990,210
578700,5312990,210.1
578710,5312990,210.2
578720,5312990,210.3
578730,5312990,210.4
578740,5312990,210.4
578750,5312990,210.5
578760,5312990,210.5
578770,5312990,210.6
578780,5312990,210.7
578790,5312990,210.7
578800,5312990,210.7
578810,5312990,210.5
578820,5312990,210.5
578830,5312990,210.3
578840,5312990,210.1
578850,5312990,209.7
578860,5312990,209.4
578870,5312990,209.1
578880,5312990,208.9
578890,5312990,208.6
578900,5312990,208
578910,5312990,207.7
578920,5312990,207.4
578930,5312990,206.7
578940,5312990,205.9
578950,5312990,205
578960,5312990,204.1
578970,5312990,203.3
578980,5312990,202.4
578990,5312990,201.5
579000,5312990,200.4
579010,5312990,199.3
579020,5312990,198
579030,5312990,196.9
579040,5312990,195.8
579050,5312990,194.7
579060,5312990,193.5
579070,5312990,192.4
579080,5312990,191.4
579090,5312990,190.3
579100,5312990,189.5
579110,5312990,188.8
579120,5312990,188.8
579130,5312990,189.2
579140,5312990,190
579150,5312990,190.6
579160,5312990,191.2
579170,5312990,191.8
579180,5312990,192.4
579190,5312990,192.9
579200,5312990,193.4
579210,5312990,193.9
579220,5312990,194.4
579230,5312990,194.9
579240,5312990,195.5
579250,5312990,196.1
579260,5312990,196.7
579270,5312990,197.3
579280,5312990,197.8
579290,5312990,198.3
579300,5312990,198.8
579310,5312990,199.3
579320,5312990,199.7
579330,5312990,200.1
579340,5312990,200.5
579350,5312990,200.7
579360,5312990,200.8
579370,5312990,200.9
579380,5312990,201
579390,5312990,201
579400,5312990,201
579410,5312990,201
579420,5312990,200.9
579430,5312990,200.9
579440,5312990,200.7
579450,5312990,200.4
579460,5312990,200.3
579470,5312990,200.5
579480,5312990,200.9
579490,5312990,201.3
579500,5312990,201.6
579510,5312990,201.9
579520,5312990,202.1
579530,5312990,202.2
579540,5312990,202.3
579550,5312990,202.4
579560,5312990,202.5
579570,5312990,202.5
579580,5312990,202.6
579590,5312990,202.5
579600,5312990,202.5
579610,5312990,202.4
579620,5312990,202.4
579630,5312990,202.3
579640,5312990,202.3
579650,5312990,202.4
579660,5312990,202.6
579670,5312990,202.7
579680,5312990,203
579690,5312990,203.1
579700,5312990,203.3
579710,5312990,203.3
579720,5312990,203.3
579730,5312990,203.3
579740,5312990,203.2
579750,5312990,203.2
579760,5312990,203.1
579770,5312990,203
579780,5312990,202.7
579790,5312990,202.5
579800,5312990,202.2
579810,5312990,202
579820,5312990,201.7
579830,5312990,201.3
579840,5312990,200.8
579850,5312990,200.4
579860,5312990,200
579870,5312990,199.8
579880,5312990,199.6
579890,5312990,199.7
579900,5312990,199.8
579910,5312990,199.9
579920,5312990,200
577020,5312980,97.4
577030,5312980,97.7
577040,5312980,97.9
577050,5312980,98.1
577060,5312980,98.3
577070,5312980,98.5
577080,5312980,98.7
577090,5312980,98.9
577100,5312980,99
577110,5312980,99.2
577120,5312980,99.4
577130,5312980,99.6
577140,5312980,99.7
577150,5312980,99.8
577160,5312980,100.1
577170,5312980,100.3
577180,5312980,100.5
577190,5312980,100.7
577200,5312980,100.9
577210,5312980,101.2
577220,5312980,101.4
577230,5312980,101.6
577240,5312980,101.7
577250,5312980,101.9
577260,5312980,102.1
577270,5312980,102.4
577280,5312980,102.5
577290,5312980,102.8
577300,5312980,103
577310,5312980,103.2
577320,5312980,103.5
577330,5312980,103.8
577340,5312980,104.3
577350,5312980,104.8
577360,5312980,105.3
577370,5312980,105.8
577380,5312980,106.5
577390,5312980,107.2
577400,5312980,107.9
577410,5312980,108.6
577420,5312980,109.3
577430,5312980,110
577440,5312980,110.7
577450,5312980,111.3
577460,5312980,112
577470,5312980,112.6
577480,5312980,113.3
577490,5312980,113.9
577500,5312980,114.5
577510,5312980,115
577520,5312980,115.6
577530,5312980,116.1
577540,5312980,116.5
577550,5312980,116.9
577560,5312980,117.3
577570,5312980,117.7
577580,5312980,118.1
577590,5312980,118.6
577600,5312980,119
577610,5312980,119.5
577620,5312980,120
577630,5312980,120.5
577640,5312980,121
577650,5312980,121.5
577660,5312980,122.4
577670,5312980,124.2
577680,5312980,126
577690,5312980,127.7
577700,5312980,128.8
577710,5312980,129.8
577720,5312980,130.7
577730,5312980,131.8
577740,5312980,132.8
577750,5312980,133.9
577760,5312980,135.1
577770,5312980,136.3
577780,5312980,137.5
577790,5312980,138.8
577800,5312980,140.1
577810,5312980,141.5
577820,5312980,143
577830,5312980,144.4
577840,5312980,145.8
577850,5312980,146.9
577860,5312980,147.9
577870,5312980,148.8
577880,5312980,149.8
577890,5312980,150.6
577900,5312980,151.4
577910,5312980,152
577920,5312980,152.5
577930,5312980,152.9
577940,5312980,153.3
577950,5312980,153.6
577960,5312980,153.9
577970,5312980,154.2
577980,5312980,154.5
577990,5312980,154.8
578000,5312980,155
578010,5312980,155.2
578020,5312980,155.3
578030,5312980,155.5
578040,5312980,155.7
578050,5312980,155.8
578060,5312980,155.8
578070,5312980,155.8
578080,5312980,155.9
578090,5312980,156
578100,5312980,156.1
578110,5312980,156.4
578120,5312980,157.1
578130,5312980,157.8
578140,5312980,159.1
578150,5312980,161.2
578160,5312980,163.1
578170,5312980,164.7
578180,5312980,165.8
578190,5312980,166.9
578200,5312980,168
578210,5312980,169.1
578220,5312980,170.3
578230,5312980,171.5
578240,5312980,172.6
578250,5312980,173.7
578260,5312980,174.9
578270,5312980,176
578280,5312980,177.1
578290,5312980,178.6
578300,5312980,180.2
578310,5312980,181.9
578320,5312980,183.6
578330,5312980,185.1
578340,5312980,186.6
578350,5312980,187.8
578360,5312980,189
578370,5312980,190
578380,5312980,191
578390,5312980,192
578400,5312980,193
578410,5312980,193.9
578420,5312980,194.8
578430,5312980,195.8
578440,5312980,196.9
578450,5312980,197.9
578460,5312980,199
578470,5312980,200.1
578480,5312980,201.3
578490,5312980,203.2
578500,5312980,205.1
578510,5312980,206.6
578520,5312980,207.4
578530,5312980,207.6
578540,5312980,207.8
578550,5312980,207.9
578560,5312980,208
578570,5312980,208.2
578580,5312980,208.3
578590,5312980,208.5
578600,5312980,208.5
578610,5312980,208.6
578620,5312980,208.7
578630,5312980,208.9
578640,5312980,209.1
578650,5312980,209.1
578660,5312980,209.4
578670,5312980,209.5
578680,5312980,209.7
578690,5312980,209.8
578700,5312980,209.9
578710,5312980,210
578720,5312980,210.1
578730,5312980,210.2
578740,5312980,210.2
578750,5312980,210.4
578760,5312980,210.4
578770,5312980,210.5
578780,5312980,210.5
578790,5312980,210.5
578800,5312980,210.5
578810,5312980,210.4
578820,5312980,210.3
578830,5312980,210.1
578840,5312980,209.9
578850,5312980,209.5
578860,5312980,209.2
578870,5312980,208.9
578880,5312980,208.5
578890,5312980,208.3
578900,5312980,208
578910,5312980,207.6
578920,5312980,207.1
578930,5312980,206.3
578940,5312980,205.5
578950,5312980,204.6
578960,5312980,203.7
578970,5312980,202.9
578980,5312980,202
578990,5312980,201.1
579000,5312980,200
579010,5312980,198.8
579020,5312980,197.6
579030,5312980,196.5
579040,5312980,195.4
579050,5312980,194.2
579060,5312980,193.1
579070,5312980,192
579080,5312980,191
579090,5312980,189.9
579100,5312980,188.9
579110,5312980,188.1
579120,5312980,187.8
579130,5312980,188
579140,5312980,188.5
579150,5312980,189.2
579160,5312980,189.9
579170,5312980,190.5
579180,5312980,191
579190,5312980,191.5
579200,5312980,192
579210,5312980,192.5
579220,5312980,193
579230,5312980,193.5
579240,5312980,194
579250,5312980,194.6
579260,5312980,195.1
579270,5312980,195.6
579280,5312980,196.2
579290,5312980,196.8
579300,5312980,197.3
579310,5312980,197.8
579320,5312980,198.3
579330,5312980,198.8
579340,5312980,199.2
579350,5312980,199.5
579360,5312980,199.7
579370,5312980,199.8
579380,5312980,200
579390,5312980,200
579400,5312980,200.1
579410,5312980,200.1
579420,5312980,200.1
579430,5312980,200
579440,5312980,199.9
579450,5312980,199.7
579460,5312980,199.7
579470,5312980,199.9
579480,5312980,200.3
579490,5312980,200.7
579500,5312980,201.1
579510,5312980,201.3
579520,5312980,201.5
579530,5312980,201.7
579540,5312980,201.8
579550,5312980,201.9
579560,5312980,202
579570,5312980,202.1
579580,5312980,202.1
579590,5312980,202.1
579600,5312980,202
579610,5312980,201.9
579620,5312980,201.8
579630,5312980,201.6
579640,5312980,201.5
579650,5312980,201.6
579660,5312980,201.8
579670,5312980,202.2
579680,5312980,202.4
579690,5312980,202.5
579700,5312980,202.6
579710,5312980,202.7
579720,5312980,202.8
579730,5312980,202.8
579740,5312980,202.8
579750,5312980,202.7
579760,5312980,202.6
579770,5312980,202.5
579780,5312980,202.2
579790,5312980,202
579800,5312980,201.7
579810,5312980,201.4
579820,5312980,201.1
579830,5312980,200.7
579840,5312980,200.1
579850,5312980,199.7
579860,5312980,199.5
579870,5312980,199.3
579880,5312980,199.1
579890,5312980,199.1
579900,5312980,199.2
579910,5312980,199.3
579920,5312980,199.5
577020,5312970,97.5
577030,5312970,97.7
577040,5312970,97.9
577050,5312970,98.1
577060,5312970,98.2
577070,5312970,98.5
577080,5312970,98.7
577090,5312970,98.9
577100,5312970,99
577110,5312970,99.2
577120,5312970,99.4
577130,5312970,99.6
577140,5312970,99.7
577150,5312970,99.8
577160,5312970,100
577170,5312970,100.3
577180,5312970,100.5
577190,5312970,100.7
577200,5312970,100.9
577210,5312970,101.1
577220,5312970,101.4
577230,5312970,101.6
577240,5312970,101.8
577250,5312970,102
577260,5312970,102.2
577270,5312970,102.4
577280,5312970,102.6
577290,5312970,102.8
577300,5312970,103.1
577310,5312970,103.3
577320,5312970,103.5
577330,5312970,103.9
577340,5312970,104.4
577350,5312970,104.9
577360,5312970,105.4
577370,5312970,105.9
577380,5312970,106.6
577390,5312970,107.3
577400,5312970,108
577410,5312970,108.7
577420,5312970,109.4
577430,5312970,110
577440,5312970,110.6
577450,5312970,111.3
577460,5312970,111.9
577470,5312970,112.5
577480,5312970,113.2
577490,5312970,113.8
577500,5312970,114.3
577510,5312970,114.9
577520,5312970,115.5
577530,5312970,116
577540,5312970,116.4
577550,5312970,116.8
577560,5312970,117.2
577570,5312970,117.6
577580,5312970,118
577590,5312970,118.4
577600,5312970,118.9
577610,5312970,119.4
577620,5312970,119.9
577630,5312970,120.4
577640,5312970,120.9
577650,5312970,121.4
577660,5312970,122.1
577670,5312970,123.8
577680,5312970,125.6
577690,5312970,127.3
577700,5312970,128.6
577710,5312970,129.5
577720,5312970,130.5
577730,5312970,131.5
577740,5312970,132.5
577750,5312970,133.6
577760,5312970,134.8
577770,5312970,136
577780,5312970,137.2
577790,5312970,138.4
577800,5312970,139.7
577810,5312970,141
577820,5312970,142.5
577830,5312970,143.9
577840,5312970,145.2
577850,5312970,146.4
577860,5312970,147.4
577870,5312970,148.4
577880,5312970,149.2
577890,5312970,150.1
577900,5312970,150.8
577910,5312970,151.5
577920,5312970,152
577930,5312970,152.6
577940,5312970,152.9
577950,5312970,153.2
577960,5312970,153.5
577970,5312970,153.7
577980,5312970,153.9
577990,5312970,154.1
578000,5312970,154.3
578010,5312970,154.5
578020,5312970,154.5
578030,5312970,154.7
578040,5312970,154.9
578050,5312970,155
578060,5312970,155.1
578070,5312970,155
578080,5312970,155
578090,5312970,155.2
578100,5312970,155.3
578110,5312970,155.9
578120,5312970,156.8
578130,5312970,157.5
578140,5312970,158.9
578150,5312970,160.7
578160,5312970,162.6
578170,5312970,164.3
578180,5312970,165.5
578190,5312970,166.7
578200,5312970,167.7
578210,5312970,168.8
578220,5312970,170
578230,5312970,171.1
578240,5312970,172.2
578250,5312970,173.2
578260,5312970,174.3
578270,5312970,175.4
578280,5312970,176.4
578290,5312970,177.8
578300,5312970,179.5
578310,5312970,181.2
578320,5312970,182.9
578330,5312970,184.3
578340,5312970,185.7
578350,5312970,187
578360,5312970,188.2
578370,5312970,189.3
578380,5312970,190.3
578390,5312970,191.2
578400,5312970,192.2
578410,5312970,193.1
578420,5312970,194
578430,5312970,194.9
578440,5312970,196
578450,5312970,197
578460,5312970,198
578470,5312970,199.1
578480,5312970,200.3
578490,5312970,201.6
578500,5312970,203.6
578510,5312970,205.6
578520,5312970,206.9
578530,5312970,207.4
578540,5312970,207.6
578550,5312970,207.7
578560,5312970,207.9
578570,5312970,208
578580,5312970,208.1
578590,5312970,208.3
578600,5312970,208.4
578610,5312970,208.5
578620,5312970,208.6
578630,5312970,208.7
578640,5312970,209
578650,5312970,209.1
578660,5312970,209.2
578670,5312970,209.5
578680,5312970,209.6
578690,5312970,209.7
578700,5312970,209.7
578710,5312970,209.9
578720,5312970,210
578730,5312970,210
578740,5312970,210.1
578750,5312970,210.2
578760,5312970,210.3
578770,5312970,210.3
578780,5312970,210.4
578790,5312970,210.4
578800,5312970,210.4
578810,5312970,210.3
578820,5312970,210.1
578830,5312970,209.9
578840,5312970,209.7
578850,5312970,209.3
578860,5312970,208.9
578870,5312970,208.6
578880,5312970,208.3
578890,5312970,208
578900,5312970,207.7
578910,5312970,207.4
578920,5312970,206.8
578930,5312970,206
578940,5312970,205.1
578950,5312970,204.2
578960,5312970,203.3
578970,5312970,202.4
578980,5312970,201.5
578990,5312970,200.6
579000,5312970,199.4
579010,5312970,198.3
579020,5312970,197.1
579030,5312970,196
579040,5312970,194.9
579050,5312970,193.8
579060,5312970,192.6
579070,5312970,191.5
579080,5312970,190.5
579090,5312970,189.6
579100,5312970,188.5
579110,5312970,187.4
579120,5312970,187
579130,5312970,186.6
579140,5312970,187
579150,5312970,187.4
579160,5312970,188.3
579170,5312970,189.2
579180,5312970,189.8
579190,5312970,190.2
579200,5312970,190.7
579210,5312970,191.2
579220,5312970,191.7
579230,5312970,192.2
579240,5312970,192.7
579250,5312970,193.2
579260,5312970,193.7
579270,5312970,194.2
579280,5312970,194.7
579290,5312970,195.2
579300,5312970,195.8
579310,5312970,196.3
579320,5312970,196.8
579330,5312970,197.3
579340,5312970,197.7
579350,5312970,198.1
579360,5312970,198.5
579370,5312970,198.7
579380,5312970,198.9
579390,5312970,199
579400,5312970,199.1
579410,5312970,199.2
579420,5312970,199.2
579430,5312970,199.1
579440,5312970,199.1
579450,5312970,199.1
579460,5312970,199.1
579470,5312970,199.3
579480,5312970,199.6
579490,5312970,200
579500,5312970,200.3
579510,5312970,200.6
579520,5312970,200.9
579530,5312970,201.2
579540,5312970,201.3
579550,5312970,201.4
579560,5312970,201.5
579570,5312970,201.6
579580,5312970,201.6
579590,5312970,201.5
579600,5312970,201.5
579610,5312970,201.4
579620,5312970,201.2
579630,5312970,201
579640,5312970,200.8
579650,5312970,200.9
579660,5312970,201.3
579670,5312970,201.6
579680,5312970,201.8
579690,5312970,202
579700,5312970,202.1
579710,5312970,202.1
579720,5312970,202.2
579730,5312970,202.3
579740,5312970,202.2
579750,5312970,202.2
579760,5312970,202.1
579770,5312970,201.9
579780,5312970,201.7
579790,5312970,201.5
579800,5312970,201.2
579810,5312970,200.7
579820,5312970,200.3
579830,5312970,199.7
579840,5312970,199.4
579850,5312970,198.9
579860,5312970,198.5
579870,5312970,198.4
579880,5312970,198.4
579890,5312970,198.4
579900,5312970,198.5
579910,5312970,198.7
579920,5312970,199.1
577020,5312960,97.4
577030,5312960,97.7
577040,5312960,97.9
577050,5312960,98.1
577060,5312960,98.2
577070,5312960,98.4
577080,5312960,98.6
577090,5312960,98.9
577100,5312960,99
577110,5312960,99.2
577120,5312960,99.4
577130,5312960,99.6
577140,5312960,99.7
577150,5312960,99.9
577160,5312960,100
577170,5312960,100.2
577180,5312960,100.5
577190,5312960,100.7
577200,5312960,100.9
577210,5312960,101.2
577220,5312960,101.4
577230,5312960,101.6
577240,5312960,101.8
577250,5312960,102
577260,5312960,102.2
577270,5312960,102.4
577280,5312960,102.6
577290,5312960,102.9
577300,5312960,103.1
577310,5312960,103.3
577320,5312960,103.6
577330,5312960,104
577340,5312960,104.5
577350,5312960,105
577360,5312960,105.5
577370,5312960,106
577380,5312960,106.7
577390,5312960,107.4
577400,5312960,108
577410,5312960,108.7
577420,5312960,109.3
577430,5312960,110
577440,5312960,110.6
577450,5312960,111.2
577460,5312960,111.8
577470,5312960,112.4
577480,5312960,113.1
577490,5312960,113.7
577500,5312960,114.2
577510,5312960,114.8
577520,5312960,115.3
577530,5312960,115.8
577540,5312960,116.3
577550,5312960,116.7
577560,5312960,117.1
577570,5312960,117.5
577580,5312960,117.9
577590,5312960,118.3
577600,5312960,118.8
577610,5312960,119.3
577620,5312960,119.8
577630,5312960,120.3
577640,5312960,120.8
577650,5312960,121.3
577660,5312960,121.9
577670,5312960,123.5
577680,5312960,125.2
577690,5312960,126.9
577700,5312960,128.3
577710,5312960,129.2
577720,5312960,130.2
577730,5312960,131.2
577740,5312960,132.3
577750,5312960,133.3
577760,5312960,134.4
577770,5312960,135.6
577780,5312960,136.8
577790,5312960,138
577800,5312960,139.2
577810,5312960,140.5
577820,5312960,141.9
577830,5312960,143.3
577840,5312960,144.6
577850,5312960,145.9
577860,5312960,146.9
577870,5312960,147.9
577880,5312960,148.7
577890,5312960,149.6
577900,5312960,150.3
577910,5312960,150.9
577920,5312960,151.5
577930,5312960,152
577940,5312960,152.5
577950,5312960,152.7
577960,5312960,153
577970,5312960,153.2
577980,5312960,153.3
577990,5312960,153.5
578000,5312960,153.6
578010,5312960,153.8
578020,5312960,153.9
578030,5312960,154
578040,5312960,154.1
578050,5312960,154.2
578060,5312960,154.3
578070,5312960,154.3
578080,5312960,154.2
578090,5312960,154.1
578100,5312960,154.2
578110,5312960,154.6
578120,5312960,156
578130,5312960,157.3
578140,5312960,158.7
578150,5312960,160.4
578160,5312960,162.2
578170,5312960,164
578180,5312960,165.3
578190,5312960,166.4
578200,5312960,167.5
578210,5312960,168.6
578220,5312960,169.7
578230,5312960,170.8
578240,5312960,171.9
578250,5312960,172.9
578260,5312960,173.9
578270,5312960,174.9
578280,5312960,175.9
578290,5312960,177.1
578300,5312960,178.8
578310,5312960,180.5
578320,5312960,182.1
578330,5312960,183.6
578340,5312960,184.9
578350,5312960,186.2
578360,5312960,187.4
578370,5312960,188.6
578380,5312960,189.6
578390,5312960,190.5
578400,5312960,191.4
578410,5312960,192.3
578420,5312960,193.2
578430,5312960,194.1
578440,5312960,195
578450,5312960,196
578460,5312960,197.1
578470,5312960,198.1
578480,5312960,199.2
578490,5312960,200.4
578500,5312960,202.1
578510,5312960,204.3
578520,5312960,206
578530,5312960,207.1
578540,5312960,207.4
578550,5312960,207.6
578560,5312960,207.7
578570,5312960,207.9
578580,5312960,208
578590,5312960,208.1
578600,5312960,208.3
578610,5312960,208.4
578620,5312960,208.7
578630,5312960,208.8
578640,5312960,209
578650,5312960,209.1
578660,5312960,209.2
578670,5312960,209.3
578680,5312960,209.4
578690,5312960,209.6
578700,5312960,209.6
578710,5312960,209.7
578720,5312960,209.8
578730,5312960,209.9
578740,5312960,210
578750,5312960,210.1
578760,5312960,210.2
578770,5312960,210.3
578780,5312960,210.3
578790,5312960,210.3
578800,5312960,210.3
578810,5312960,210.1
578820,5312960,210
578830,5312960,209.7
578840,5312960,209.5
578850,5312960,209.1
578860,5312960,208.7
578870,5312960,208.3
578880,5312960,208.1
578890,5312960,207.8
578900,5312960,207.5
578910,5312960,207
578920,5312960,206.3
578930,5312960,205.5
578940,5312960,204.7
578950,5312960,203.7
578960,5312960,202.8
578970,5312960,202
578980,5312960,201.1
578990,5312960,200
579000,5312960,198.9
579010,5312960,197.7
579020,5312960,196.6
579030,5312960,195.6
579040,5312960,194.4
579050,5312960,193.2
579060,5312960,192.1
579070,5312960,191
579080,5312960,190
579090,5312960,189.1
579100,5312960,188
579110,5312960,186.8
579120,5312960,185.6
579130,5312960,184.7
579140,5312960,184.4
579150,5312960,184.8
579160,5312960,185.9
579170,5312960,187.1
579180,5312960,188.1
579190,5312960,188.9
579200,5312960,189.4
579210,5312960,189.9
579220,5312960,190.3
579230,5312960,190.8
579240,5312960,191.3
579250,5312960,191.9
579260,5312960,192.4
579270,5312960,192.9
579280,5312960,193.4
579290,5312960,193.9
579300,5312960,194.4
579310,5312960,194.9
579320,5312960,195.4
579330,5312960,195.9
579340,5312960,196.3
579350,5312960,196.8
579360,5312960,197.2
579370,5312960,197.4
579380,5312960,197.7
579390,5312960,197.9
579400,5312960,198.1
579410,5312960,198.2
579420,5312960,198.2
579430,5312960,198.3
579440,5312960,198.3
579450,5312960,198.3
579460,5312960,198.5
579470,5312960,198.6
579480,5312960,198.9
579490,5312960,199.2
579500,5312960,199.5
579510,5312960,199.7
579520,5312960,200
579530,5312960,200.3
579540,5312960,200.4
579550,5312960,200.5
579560,5312960,200.7
579570,5312960,201
579580,5312960,200.9
579590,5312960,200.9
579600,5312960,200.7
579610,5312960,200.6
579620,5312960,200.4
579630,5312960,200.1
579640,5312960,200
579650,5312960,200.1
579660,5312960,200.4
579670,5312960,200.9
579680,5312960,201.2
579690,5312960,201.4
579700,5312960,201.5
579710,5312960,201.6
579720,5312960,201.7
579730,5312960,201.7
579740,5312960,201.7
579750,5312960,201.6
579760,5312960,201.5
579770,5312960,201.4
579780,5312960,201.2
579790,5312960,200.8
579800,5312960,200.3
579810,5312960,199.8
579820,5312960,199.3
579830,5312960,198.7
579840,5312960,198.1
579850,5312960,197.7
579860,5312960,197.3
579870,5312960,197.2
579880,5312960,197.3
579890,5312960,197.6
579900,5312960,197.7
579910,5312960,198.3
579920,5312960,198.6
577020,5312950,97.4
577030,5312950,97.7
577040,5312950,97.8
577050,5312950,98.1
577060,5312950,98.2
577070,5312950,98.4
577080,5312950,98.6
577090,5312950,98.8
577100,5312950,99
577110,5312950,99.2
577120,5312950,99.4
577130,5312950,99.5
577140,5312950,99.7
577150,5312950,99.9
577160,5312950,100
577170,5312950,100.2
577180,5312950,100.4
577190,5312950,100.7
577200,5312950,100.9
577210,5312950,101.2
577220,5312950,101.4
577230,5312950,101.6
577240,5312950,101.8
577250,5312950,102
577260,5312950,102.2
577270,5312950,102.4
577280,5312950,102.7
577290,5312950,102.9
577300,5312950,103.1
577310,5312950,103.4
577320,5312950,103.6
577330,5312950,104.1
577340,5312950,104.6
577350,5312950,105.1
577360,5312950,105.6
577370,5312950,106.1
577380,5312950,106.8
577390,5312950,107.4
577400,5312950,108
577410,5312950,108.7
577420,5312950,109.3
577430,5312950,110
577440,5312950,110.6
577450,5312950,111.2
577460,5312950,111.8
577470,5312950,112.4
577480,5312950,113
577490,5312950,113.5
577500,5312950,114.1
577510,5312950,114.6
577520,5312950,115.1
577530,5312950,115.7
577540,5312950,116.1
577550,5312950,116.6
577560,5312950,117
577570,5312950,117.4
577580,5312950,117.8
577590,5312950,118.2
577600,5312950,118.7
577610,5312950,119.2
577620,5312950,119.6
577630,5312950,120.2
577640,5312950,120.7
577650,5312950,121.2
577660,5312950,121.8
577670,5312950,123.2
577680,5312950,124.8
577690,5312950,126.4
577700,5312950,127.9
577710,5312950,128.9
577720,5312950,129.9
577730,5312950,130.9
577740,5312950,132
577750,5312950,133
577760,5312950,134.1
577770,5312950,135.3
577780,5312950,136.4
577790,5312950,137.6
577800,5312950,138.8
577810,5312950,139.9
577820,5312950,141.3
577830,5312950,142.7
577840,5312950,144.1
577850,5312950,145.4
577860,5312950,146.5
577870,5312950,147.4
577880,5312950,148.2
577890,5312950,149
577900,5312950,149.7
577910,5312950,150.4
577920,5312950,150.9
577930,5312950,151.4
577940,5312950,151.8
577950,5312950,152.1
577960,5312950,152.4
577970,5312950,152.6
577980,5312950,152.7
577990,5312950,152.8
578000,5312950,152.9
578010,5312950,153.1
578020,5312950,153.2
578030,5312950,153.2
578040,5312950,153.3
578050,5312950,153.4
578060,5312950,153.4
578070,5312950,153.5
578080,5312950,153.4
578090,5312950,153.2
578100,5312950,152.9
578110,5312950,153.2
578120,5312950,154.9
578130,5312950,156.9
578140,5312950,158.5
578150,5312950,160.1
578160,5312950,161.9
578170,5312950,163.6
578180,5312950,165
578190,5312950,166.1
578200,5312950,167.2
578210,5312950,168.3
578220,5312950,169.4
578230,5312950,170.5
578240,5312950,171.5
578250,5312950,172.5
578260,5312950,173.4
578270,5312950,174.4
578280,5312950,175.4
578290,5312950,176.5
578300,5312950,178
578310,5312950,179.6
578320,5312950,181.3
578330,5312950,182.8
578340,5312950,184.1
578350,5312950,185.4
578360,5312950,186.6
578370,5312950,187.7
578380,5312950,188.8
578390,5312950,189.7
578400,5312950,190.6
578410,5312950,191.5
578420,5312950,192.3
578430,5312950,193.2
578440,5312950,194.1
578450,5312950,195
578460,5312950,196
578470,5312950,197.1
578480,5312950,198.3
578490,5312950,199.6
578500,5312950,201.1
578510,5312950,203.1
578520,5312950,204.9
578530,5312950,206.2
578540,5312950,207.2
578550,5312950,207.4
578560,5312950,207.6
578570,5312950,207.7
578580,5312950,207.9
578590,5312950,208
578600,5312950,208.3
578610,5312950,208.4
578620,5312950,208.5
578630,5312950,208.7
578640,5312950,208.8
578650,5312950,208.9
578660,5312950,209.1
578670,5312950,209.2
578680,5312950,209.3
578690,5312950,209.4
578700,5312950,209.5
578710,5312950,209.6
578720,5312950,209.7
578730,5312950,209.8
578740,5312950,209.9
578750,5312950,210
578760,5312950,210.1
578770,5312950,210.2
578780,5312950,210.2
578790,5312950,210.1
578800,5312950,210.1
578810,5312950,210.1
578820,5312950,209.9
578830,5312950,209.7
578840,5312950,209.3
578850,5312950,209
578860,5312950,208.6
578870,5312950,208.1
578880,5312950,207.8
578890,5312950,207.6
578900,5312950,207.3
578910,5312950,206.7
578920,5312950,205.9
578930,5312950,205
578940,5312950,204.1
578950,5312950,203.1
578960,5312950,202.2
578970,5312950,201.4
578980,5312950,200.5
578990,5312950,199.4
579000,5312950,198.2
579010,5312950,197.1
579020,5312950,196
579030,5312950,194.9
579040,5312950,193.8
579050,5312950,192.7
579060,5312950,191.5
579070,5312950,190.4
579080,5312950,189.4
579090,5312950,188.4
579100,5312950,187.3
579110,5312950,186
579120,5312950,184.5
579130,5312950,183.4
579140,5312950,182.7
579150,5312950,182.5
579160,5312950,183.1
579170,5312950,184.3
579180,5312950,185.7
579190,5312950,186.8
579200,5312950,187.7
579210,5312950,188.4
579220,5312950,189
579230,5312950,189.5
579240,5312950,190
579250,5312950,190.6
579260,5312950,191.1
579270,5312950,191.7
579280,5312950,192.2
579290,5312950,192.7
579300,5312950,193.2
579310,5312950,193.6
579320,5312950,194.1
579330,5312950,194.6
579340,5312950,195.1
