X,Y,Z
579400,5312490,134.2
579410,5312490,134.6
579420,5312490,135
579430,5312490,135.4
579440,5312490,135.6
579450,5312490,135.9
579460,5312490,136
579470,5312490,136.3
579480,5312490,136.5
579490,5312490,136.8
579500,5312490,137.2
579510,5312490,137.9
579520,5312490,138.8
579530,5312490,139.7
579540,5312490,142
579550,5312490,144.8
579560,5312490,147.1
579570,5312490,149.9
579580,5312490,151.8
579590,5312490,152.7
579600,5312490,153.3
579610,5312490,153.7
579620,5312490,154.1
579630,5312490,154.6
579640,5312490,155.3
579650,5312490,156.1
579660,5312490,156.9
579670,5312490,157.8
579680,5312490,158.6
579690,5312490,159.4
579700,5312490,160.3
579710,5312490,161.4
579720,5312490,162.2
579730,5312490,163
579740,5312490,163.5
579750,5312490,164
579760,5312490,164.3
579770,5312490,164.6
579780,5312490,164.8
579790,5312490,164.9
579800,5312490,164.9
579810,5312490,165
579820,5312490,164.9
579830,5312490,164.9
579840,5312490,165.4
579850,5312490,166.2
579860,5312490,166.6
579870,5312490,167
579880,5312490,166.9
579890,5312490,166.8
579900,5312490,166.9
579910,5312490,167.2
579920,5312490,167.4
577020,5312480,91.6
577030,5312480,91.5
577040,5312480,91.5
577050,5312480,91.5
577060,5312480,91.5
577070,5312480,91.4
577080,5312480,91.4
577090,5312480,91.4
577100,5312480,91.4
577110,5312480,91
577120,5312480,90.5
577130,5312480,90.2
577140,5312480,90.1
577150,5312480,90.2
577160,5312480,90.4
577170,5312480,90.6
577180,5312480,90.7
577190,5312480,90.9
577200,5312480,91.1
577210,5312480,91.3
577220,5312480,92.3
577230,5312480,93.6
577240,5312480,94.9
577250,5312480,96
577260,5312480,97.1
577270,5312480,98.3
577280,5312480,99.9
577290,5312480,101.5
577300,5312480,102.8
577310,5312480,103.7
577320,5312480,104.1
577330,5312480,104.4
577340,5312480,104.7
577350,5312480,105
577360,5312480,105.3
577370,5312480,105.4
577380,5312480,105.7
577390,5312480,106
577400,5312480,106.3
577410,5312480,106.6
577420,5312480,106.9
577430,5312480,107.3
577440,5312480,107.4
577450,5312480,107.4
577460,5312480,107.4
577470,5312480,107.4
577480,5312480,107.2
577490,5312480,107.2
577500,5312480,107.3
577510,5312480,107.3
577520,5312480,107.3
577530,5312480,107.4
577540,5312480,107.6
577550,5312480,107.8
577560,5312480,107.9
577570,5312480,108
577580,5312480,108.2
577590,5312480,108.4
577600,5312480,108.7
577610,5312480,108.9
577620,5312480,109.3
577630,5312480,109.6
577640,5312480,110.1
577650,5312480,110.5
577660,5312480,111
577670,5312480,111.5
577680,5312480,112.1
577690,5312480,112.6
577700,5312480,113.2
577710,5312480,113.7
577720,5312480,114.2
577730,5312480,114.6
577740,5312480,115.1
577750,5312480,115.5
577760,5312480,116
577770,5312480,116.3
577780,5312480,116.6
577790,5312480,116.9
577800,5312480,117.3
577810,5312480,117.6
577820,5312480,117.9
577830,5312480,118.3
577840,5312480,118.7
577850,5312480,119.2
577860,5312480,119.7
577870,5312480,120.1
577880,5312480,120.6
577890,5312480,121
577900,5312480,121.4
577910,5312480,121.9
577920,5312480,122.6
577930,5312480,123.4
577940,5312480,124.4
577950,5312480,125.4
577960,5312480,126.4
577970,5312480,127.4
577980,5312480,128.2
577990,5312480,129.2
578000,5312480,130.1
578010,5312480,131
578020,5312480,132
578030,5312480,132.9
578040,5312480,133.7
578050,5312480,134.5
578060,5312480,135.1
578070,5312480,135.9
578080,5312480,136.8
578090,5312480,138
578100,5312480,139
578110,5312480,139.9
578120,5312480,140.4
578130,5312480,140.6
578140,5312480,140.8
578150,5312480,141
578160,5312480,141.2
578170,5312480,141.4
578180,5312480,141.5
578190,5312480,141.7
578200,5312480,141.8
578210,5312480,142
578220,5312480,142.2
578230,5312480,142.3
578240,5312480,142.5
578250,5312480,142.7
578260,5312480,142.9
578270,5312480,143.1
578280,5312480,143.3
578290,5312480,143.5
578300,5312480,143.7
578310,5312480,144
578320,5312480,144.2
578330,5312480,144.5
578340,5312480,144.7
578350,5312480,145
578360,5312480,145.3
578370,5312480,145.6
578380,5312480,145.8
578390,5312480,146.1
578400,5312480,146.3
578410,5312480,147
578420,5312480,147.8
578430,5312480,148.6
578440,5312480,149.4
578450,5312480,150.2
578460,5312480,150.9
578470,5312480,151.5
578480,5312480,152.2
578490,5312480,153
578500,5312480,154.1
578510,5312480,155.4
578520,5312480,156.7
578530,5312480,157.9
578540,5312480,158.9
578550,5312480,160.1
578560,5312480,161.7
578570,5312480,163.3
578580,5312480,164.5
578590,5312480,165.2
578600,5312480,165.8
578610,5312480,166.5
578620,5312480,167.3
578630,5312480,168.3
578640,5312480,169.2
578650,5312480,170.1
578660,5312480,170.9
578670,5312480,171.6
578680,5312480,172.2
578690,5312480,172.7
578700,5312480,173.1
578710,5312480,173.5
578720,5312480,173.8
578730,5312480,174.1
578740,5312480,174.3
578750,5312480,174.4
578760,5312480,174.5
578770,5312480,174.4
578780,5312480,174.3
578790,5312480,174.1
578800,5312480,173.7
578810,5312480,173.2
578820,5312480,172.5
578830,5312480,171.8
578840,5312480,171.1
578850,5312480,170.7
578860,5312480,170.3
578870,5312480,169.9
578880,5312480,169.3
578890,5312480,168.4
578900,5312480,167.5
578910,5312480,166.5
578920,5312480,165.4
578930,5312480,164.2
578940,5312480,162.8
578950,5312480,161.3
578960,5312480,159.7
578970,5312480,157.9
578980,5312480,156.2
578990,5312480,154.1
579000,5312480,152
579010,5312480,150.1
579020,5312480,148.5
579030,5312480,147
579040,5312480,144.1
579050,5312480,140
579060,5312480,136.5
579070,5312480,133.6
579080,5312480,132.3
579090,5312480,131.3
579100,5312480,130.6
579110,5312480,129.9
579120,5312480,129.1
579130,5312480,128.5
579140,5312480,127.9
579150,5312480,127.6
579160,5312480,127.3
579170,5312480,127.1
579180,5312480,127.3
579190,5312480,127.8
579200,5312480,128.2
579210,5312480,128.4
579220,5312480,128.6
579230,5312480,128.9
579240,5312480,129.1
579250,5312480,129.3
579260,5312480,129.5
579270,5312480,129.8
579280,5312480,130
579290,5312480,130.3
579300,5312480,130.8
579310,5312480,131.1
579320,5312480,131.4
579330,5312480,131.9
579340,5312480,132.4
579350,5312480,132.8
579360,5312480,133.3
579370,5312480,133.7
579380,5312480,134.1
579390,5312480,134.5
579400,5312480,134.9
579410,5312480,135.3
579420,5312480,135.7
579430,5312480,136
579440,5312480,136.3
579450,5312480,136.5
579460,5312480,136.8
579470,5312480,137
579480,5312480,137.2
579490,5312480,137.5
579500,5312480,137.9
579510,5312480,138.2
579520,5312480,138.9
579530,5312480,139.6
579540,5312480,141.1
579550,5312480,143.8
579560,5312480,145.7
579570,5312480,147.9
579580,5312480,150.4
579590,5312480,151.9
579600,5312480,152.7
579610,5312480,153.2
579620,5312480,153.6
579630,5312480,154.1
579640,5312480,154.8
579650,5312480,155.9
579660,5312480,156.8
579670,5312480,157.7
579680,5312480,158.6
579690,5312480,159.4
579700,5312480,160
579710,5312480,160.7
579720,5312480,161.5
579730,5312480,162.3
579740,5312480,163
579750,5312480,163.5
579760,5312480,163.8
579770,5312480,164.1
579780,5312480,164.2
579790,5312480,164.3
579800,5312480,164.4
579810,5312480,164.4
579820,5312480,164.3
579830,5312480,164.4
579840,5312480,165
579850,5312480,165.6
579860,5312480,165.9
579870,5312480,166.1
579880,5312480,166
579890,5312480,165.9
579900,5312480,166.3
579910,5312480,166.8
579920,5312480,167.3
577020,5312470,91.6
577030,5312470,91.6
577040,5312470,91.5
577050,5312470,91.5
577060,5312470,91.5
577070,5312470,91.5
577080,5312470,91.5
577090,5312470,91.4
577100,5312470,91.4
577110,5312470,91.3
577120,5312470,90.5
577130,5312470,90.1
577140,5312470,90.1
577150,5312470,90.1
577160,5312470,90.2
577170,5312470,90.4
577180,5312470,90.5
577190,5312470,90.8
577200,5312470,91
577210,5312470,91.3
577220,5312470,91.7
577230,5312470,92.9
577240,5312470,94.1
577250,5312470,95.3
577260,5312470,96.4
577270,5312470,97.4
577280,5312470,98.9
577290,5312470,100.6
577300,5312470,102.2
577310,5312470,103.4
577320,5312470,103.9
577330,5312470,104.2
577340,5312470,104.5
577350,5312470,104.8
577360,5312470,105.1
577370,5312470,105.4
577380,5312470,105.5
577390,5312470,105.7
577400,5312470,106.1
577410,5312470,106.5
577420,5312470,106.9
577430,5312470,107.2
577440,5312470,107.5
577450,5312470,107.5
577460,5312470,107.5
577470,5312470,107.3
577480,5312470,107.2
577490,5312470,106.9
577500,5312470,106.8
577510,5312470,106.8
577520,5312470,106.8
577530,5312470,106.9
577540,5312470,107.1
577550,5312470,107.2
577560,5312470,107.4
577570,5312470,107.5
577580,5312470,107.7
577590,5312470,108
577600,5312470,108.2
577610,5312470,108.5
577620,5312470,108.8
577630,5312470,109.2
577640,5312470,109.5
577650,5312470,110
577660,5312470,110.4
577670,5312470,110.9
577680,5312470,111.5
577690,5312470,112
577700,5312470,112.5
577710,5312470,113.1
577720,5312470,113.6
577730,5312470,114
577740,5312470,114.5
577750,5312470,115
577760,5312470,115.4
577770,5312470,115.9
577780,5312470,116.2
577790,5312470,116.6
577800,5312470,116.9
577810,5312470,117.2
577820,5312470,117.5
577830,5312470,117.8
577840,5312470,118.2
577850,5312470,118.6
577860,5312470,119.1
577870,5312470,119.5
577880,5312470,119.9
577890,5312470,120.3
577900,5312470,120.8
577910,5312470,121.3
577920,5312470,121.9
577930,5312470,122.8
577940,5312470,123.8
577950,5312470,124.8
577960,5312470,125.8
577970,5312470,126.7
577980,5312470,127.5
577990,5312470,128.4
578000,5312470,129.3
578010,5312470,130.1
578020,5312470,130.9
578030,5312470,131.8
578040,5312470,132.6
578050,5312470,133.3
578060,5312470,134.1
578070,5312470,134.8
578080,5312470,135.7
578090,5312470,136.9
578100,5312470,138.2
578110,5312470,139.2
578120,5312470,140.2
578130,5312470,140.4
578140,5312470,140.6
578150,5312470,140.8
578160,5312470,141
578170,5312470,141.2
578180,5312470,141.4
578190,5312470,141.5
578200,5312470,141.7
578210,5312470,141.8
578220,5312470,142
578230,5312470,142.2
578240,5312470,142.3
578250,5312470,142.5
578260,5312470,142.7
578270,5312470,142.9
578280,5312470,143.1
578290,5312470,143.3
578300,5312470,143.5
578310,5312470,143.8
578320,5312470,144
578330,5312470,144.3
578340,5312470,144.5
578350,5312470,144.8
578360,5312470,145
578370,5312470,145.3
578380,5312470,145.5
578390,5312470,145.8
578400,5312470,146
578410,5312470,146.2
578420,5312470,146.8
578430,5312470,147.6
578440,5312470,148.3
578450,5312470,149.2
578460,5312470,150
578470,5312470,150.6
578480,5312470,151.3
578490,5312470,151.8
578500,5312470,152.2
578510,5312470,153.5
578520,5312470,155
578530,5312470,156.3
578540,5312470,157.3
578550,5312470,158.1
578560,5312470,159.5
578570,5312470,161.3
578580,5312470,162.8
578590,5312470,163.7
578600,5312470,164.4
578610,5312470,165.1
578620,5312470,166.1
578630,5312470,167.1
578640,5312470,168.1
578650,5312470,169
578660,5312470,169.9
578670,5312470,170.6
578680,5312470,171.2
578690,5312470,171.7
578700,5312470,172.1
578710,5312470,172.5
578720,5312470,172.8
578730,5312470,173
578740,5312470,173.2
578750,5312470,173.3
578760,5312470,173.4
578770,5312470,173.4
578780,5312470,173.3
578790,5312470,173
578800,5312470,172.7
578810,5312470,172.2
578820,5312470,171.5
578830,5312470,170.7
578840,5312470,169.9
578850,5312470,169.3
578860,5312470,168.8
578870,5312470,168.1
578880,5312470,167.2
578890,5312470,166.4
578900,5312470,165.5
578910,5312470,164.8
578920,5312470,163.6
578930,5312470,162.3
578940,5312470,160.9
578950,5312470,159.3
578960,5312470,157.7
578970,5312470,156.1
578980,5312470,154.4
578990,5312470,152.5
579000,5312470,150.5
579010,5312470,148.6
579020,5312470,147.1
579030,5312470,144.4
579040,5312470,139.9
579050,5312470,136.6
579060,5312470,133.4
579070,5312470,131.3
579080,5312470,129.9
579090,5312470,129.8
579100,5312470,129.6
579110,5312470,128.9
579120,5312470,127.9
579130,5312470,127.5
579140,5312470,127.2
579150,5312470,127
579160,5312470,126.8
579170,5312470,126.9
579180,5312470,127.6
579190,5312470,128.1
579200,5312470,128.4
579210,5312470,128.6
579220,5312470,128.7
579230,5312470,129.1
579240,5312470,129.3
579250,5312470,129.5
579260,5312470,129.7
579270,5312470,129.9
579280,5312470,130.2
579290,5312470,130.7
579300,5312470,131.1
579310,5312470,131.5
579320,5312470,132
579330,5312470,132.5
579340,5312470,133
579350,5312470,133.5
579360,5312470,133.9
579370,5312470,134.3
579380,5312470,134.7
579390,5312470,135.1
579400,5312470,135.5
579410,5312470,135.9
579420,5312470,136.3
579430,5312470,136.6
579440,5312470,137
579450,5312470,137.4
579460,5312470,137.7
579470,5312470,138
579480,5312470,138.1
579490,5312470,138.3
579500,5312470,138.6
579510,5312470,138.8
579520,5312470,139.2
579530,5312470,139.8
579540,5312470,140.9
579550,5312470,143.1
579560,5312470,144.8
579570,5312470,146.4
579580,5312470,148.8
579590,5312470,150.9
579600,5312470,151.9
579610,5312470,152.5
579620,5312470,153.1
579630,5312470,153.7
579640,5312470,154.6
579650,5312470,155.7
579660,5312470,156.6
579670,5312470,157.4
579680,5312470,158.2
579690,5312470,158.9
579700,5312470,159.5
579710,5312470,160.1
579720,5312470,160.8
579730,5312470,161.7
579740,5312470,162.5
579750,5312470,163
579760,5312470,163.4
579770,5312470,163.7
579780,5312470,163.8
579790,5312470,163.9
579800,5312470,164
579810,5312470,164
579820,5312470,164
579830,5312470,164.3
579840,5312470,164.7
579850,5312470,165.1
579860,5312470,165.2
579870,5312470,165.3
579880,5312470,165.4
579890,5312470,165.5
579900,5312470,166.1
579910,5312470,166.6
579920,5312470,167.3
577020,5312460,91.6
577030,5312460,91.5
577040,5312460,91.5
577050,5312460,91.5
577060,5312460,91.5
577070,5312460,91.5
577080,5312460,91.5
577090,5312460,91.5
577100,5312460,91.4
577110,5312460,91.3
577120,5312460,90.4
577130,5312460,90.1
577140,5312460,90.1
577150,5312460,90.1
577160,5312460,90.1
577170,5312460,90.1
577180,5312460,90.4
577190,5312460,90.6
577200,5312460,90.9
577210,5312460,91.2
577220,5312460,91.4
577230,5312460,92.4
577240,5312460,93.5
577250,5312460,94.6
577260,5312460,95.6
577270,5312460,96.7
577280,5312460,97.8
577290,5312460,99.5
577300,5312460,101.2
577310,5312460,102.7
577320,5312460,103.7
577330,5312460,104
577340,5312460,104.3
577350,5312460,104.6
577360,5312460,104.9
577370,5312460,105.2
577380,5312460,105.3
577390,5312460,105.6
577400,5312460,105.9
577410,5312460,106.3
577420,5312460,106.8
577430,5312460,107.4
577440,5312460,107.7
577450,5312460,107.7
577460,5312460,107.7
577470,5312460,107.6
577480,5312460,107.3
577490,5312460,106.8
577500,5312460,106.6
577510,5312460,106.4
577520,5312460,106.3
577530,5312460,106.4
577540,5312460,106.5
577550,5312460,106.6
577560,5312460,106.7
577570,5312460,106.9
577580,5312460,107.3
577590,5312460,107.4
577600,5312460,107.7
577610,5312460,108
577620,5312460,108.3
577630,5312460,108.7
577640,5312460,109
577650,5312460,109.4
577660,5312460,109.9
577670,5312460,110.4
577680,5312460,110.9
577690,5312460,111.4
577700,5312460,111.9
577710,5312460,112.4
577720,5312460,112.9
577730,5312460,113.4
577740,5312460,113.9
577750,5312460,114.4
577760,5312460,114.8
577770,5312460,115.3
577780,5312460,115.8
577790,5312460,116.1
577800,5312460,116.4
577810,5312460,116.7
577820,5312460,117
577830,5312460,117.3
577840,5312460,117.6
577850,5312460,118
577860,5312460,118.4
577870,5312460,118.8
577880,5312460,119.3
577890,5312460,119.7
577900,5312460,120.2
577910,5312460,120.8
577920,5312460,121.5
577930,5312460,122.4
577940,5312460,123.3
577950,5312460,124.3
577960,5312460,125.2
577970,5312460,126
577980,5312460,126.9
577990,5312460,127.7
578000,5312460,128.5
578010,5312460,129.3
578020,5312460,129.9
578030,5312460,130.5
578040,5312460,131.2
578050,5312460,132
578060,5312460,132.8
578070,5312460,133.6
578080,5312460,134.5
578090,5312460,135.6
578100,5312460,137
578110,5312460,138.4
578120,5312460,139.5
578130,5312460,140.3
578140,5312460,140.5
578150,5312460,140.7
578160,5312460,140.8
578170,5312460,141
578180,5312460,141.2
578190,5312460,141.4
578200,5312460,141.5
578210,5312460,141.7
578220,5312460,141.8
578230,5312460,142
578240,5312460,142.2
578250,5312460,142.4
578260,5312460,142.5
578270,5312460,142.7
578280,5312460,142.9
578290,5312460,143.1
578300,5312460,143.3
578310,5312460,143.6
578320,5312460,143.8
578330,5312460,144
578340,5312460,144.3
578350,5312460,144.5
578360,5312460,144.8
578370,5312460,145
578380,5312460,145.2
578390,5312460,145.5
578400,5312460,145.7
578410,5312460,145.9
578420,5312460,146.2
578430,5312460,146.6
578440,5312460,147.4
578450,5312460,148.2
578460,5312460,149.1
578470,5312460,149.9
578480,5312460,150.5
578490,5312460,151
578500,5312460,151.6
578510,5312460,152.3
578520,5312460,153.7
578530,5312460,154.9
578540,5312460,156
578550,5312460,157
578560,5312460,158.1
578570,5312460,159.6
578580,5312460,161
578590,5312460,162.2
578600,5312460,163.1
578610,5312460,163.9
578620,5312460,164.9
578630,5312460,165.9
578640,5312460,167
578650,5312460,168
578660,5312460,168.9
578670,5312460,169.6
578680,5312460,170.2
578690,5312460,170.7
578700,5312460,171.1
578710,5312460,171.4
578720,5312460,171.8
578730,5312460,172
578740,5312460,172.3
578750,5312460,172.4
578760,5312460,172.4
578770,5312460,172.4
578780,5312460,172.3
578790,5312460,172.1
578800,5312460,171.8
578810,5312460,171.3
578820,5312460,170.6
578830,5312460,169.8
578840,5312460,168.9
578850,5312460,168.2
578860,5312460,167.1
578870,5312460,166.1
578880,5312460,165.1
578890,5312460,164.4
578900,5312460,163.6
578910,5312460,162.8
578920,5312460,161.7
578930,5312460,160.4
578940,5312460,159
578950,5312460,157.5
578960,5312460,156
578970,5312460,154.5
578980,5312460,152.8
578990,5312460,150.9
579000,5312460,148.8
579010,5312460,147
579020,5312460,144.2
579030,5312460,139.8
579040,5312460,136.6
579050,5312460,133.6
579060,5312460,130.7
579070,5312460,128
579080,5312460,128.2
579090,5312460,129
579100,5312460,128.8
579110,5312460,127.9
579120,5312460,127.2
579130,5312460,126.8
579140,5312460,126.6
579150,5312460,126.5
579160,5312460,126.5
579170,5312460,127.1
579180,5312460,128
579190,5312460,128.3
579200,5312460,128.6
579210,5312460,128.8
579220,5312460,128.9
579230,5312460,129.3
579240,5312460,129.5
579250,5312460,129.7
579260,5312460,129.9
579270,5312460,130.2
579280,5312460,130.5
579290,5312460,131.1
579300,5312460,131.5
579310,5312460,132
579320,5312460,132.5
579330,5312460,133
579340,5312460,133.5
579350,5312460,134
579360,5312460,134.4
579370,5312460,134.9
579380,5312460,135.3
579390,5312460,135.7
579400,5312460,136.1
579410,5312460,136.6
579420,5312460,137
579430,5312460,137.5
579440,5312460,138
579450,5312460,138.3
579460,5312460,138.7
579470,5312460,138.9
579480,5312460,139.1
579490,5312460,139.3
579500,5312460,139.4
579510,5312460,139.6
579520,5312460,139.9
579530,5312460,140.3
579540,5312460,141.4
579550,5312460,142.9
579560,5312460,144.4
579570,5312460,146.1
579580,5312460,147.9
579590,5312460,149.9
579600,5312460,151.1
579610,5312460,151.8
579620,5312460,152.4
579630,5312460,153.4
579640,5312460,154.4
579650,5312460,155.4
579660,5312460,156.3
579670,5312460,157
579680,5312460,157.7
579690,5312460,158.2
579700,5312460,158.8
579710,5312460,159.4
579720,5312460,160.2
579730,5312460,161
579740,5312460,161.9
579750,5312460,162.5
579760,5312460,162.9
579770,5312460,163.2
579780,5312460,163.4
579790,5312460,163.6
579800,5312460,163.7
579810,5312460,163.8
579820,5312460,163.8
579830,5312460,164.3
579840,5312460,164.5
579850,5312460,164.5
579860,5312460,164.5
579870,5312460,164.8
579880,5312460,165
579890,5312460,165.4
579900,5312460,165.9
579910,5312460,166.6
579920,5312460,167.2
577020,5312450,91.6
577030,5312450,91.5
577040,5312450,91.5
577050,5312450,91.4
577060,5312450,91.4
577070,5312450,91.4
577080,5312450,91.4
577090,5312450,91.4
577100,5312450,91.4
577110,5312450,91.1
577120,5312450,90.3
577130,5312450,90.2
577140,5312450,90.1
577150,5312450,90.1
577160,5312450,90.1
577170,5312450,90.1
577180,5312450,90.4
577190,5312450,90.6
577200,5312450,90.8
577210,5312450,91.1
577220,5312450,91.3
577230,5312450,91.8
577240,5312450,92.8
577250,5312450,93.8
577260,5312450,94.9
577270,5312450,96
577280,5312450,97
577290,5312450,98.2
577300,5312450,99.9
577310,5312450,101.8
577320,5312450,103.3
577330,5312450,103.8
577340,5312450,104.1
577350,5312450,104.4
577360,5312450,104.6
577370,5312450,104.9
577380,5312450,105.1
577390,5312450,105.4
577400,5312450,105.8
577410,5312450,106.3
577420,5312450,106.9
577430,5312450,107.5
577440,5312450,108.3
577450,5312450,108.3
577460,5312450,108.2
577470,5312450,107.9
577480,5312450,107.5
577490,5312450,107
577500,5312450,106.3
577510,5312450,106
577520,5312450,105.8
577530,5312450,105.7
577540,5312450,105.8
577550,5312450,105.9
577560,5312450,106.1
577570,5312450,106.4
577580,5312450,106.5
577590,5312450,106.9
577600,5312450,107.2
577610,5312450,107.5
577620,5312450,107.7
577630,5312450,108.1
577640,5312450,108.5
577650,5312450,108.9
577660,5312450,109.3
577670,5312450,109.8
577680,5312450,110.2
577690,5312450,110.7
577700,5312450,111.2
577710,5312450,111.7
577720,5312450,112.3
577730,5312450,112.8
577740,5312450,113.2
577750,5312450,113.7
577760,5312450,114.2
577770,5312450,114.7
577780,5312450,115.1
577790,5312450,115.5
577800,5312450,115.9
577810,5312450,116.2
577820,5312450,116.5
577830,5312450,116.8
577840,5312450,117.1
577850,5312450,117.4
577860,5312450,117.7
577870,5312450,118.1
577880,5312450,118.5
577890,5312450,119.1
577900,5312450,119.6
577910,5312450,120.3
577920,5312450,121
577930,5312450,121.9
577940,5312450,122.8
577950,5312450,123.7
577960,5312450,124.5
577970,5312450,125.4
577980,5312450,126.2
577990,5312450,127
578000,5312450,127.7
578010,5312450,128.2
578020,5312450,128.8
578030,5312450,129.2
578040,5312450,129.6
578050,5312450,130.5
578060,5312450,131.5
578070,5312450,132.3
578080,5312450,133.3
578090,5312450,134.4
578100,5312450,135.7
578110,5312450,137.3
578120,5312450,138.7
578130,5312450,139.6
578140,5312450,140.3
578150,5312450,140.5
578160,5312450,140.7
578170,5312450,140.8
578180,5312450,141
578190,5312450,141.2
578200,5312450,141.4
578210,5312450,141.5
578220,5312450,141.7
578230,5312450,141.8
578240,5312450,142
578250,5312450,142.2
578260,5312450,142.3
578270,5312450,142.5
578280,5312450,142.7
578290,5312450,142.9
578300,5312450,143.1
578310,5312450,143.4
578320,5312450,143.6
578330,5312450,143.8
578340,5312450,144
578350,5312450,144.3
578360,5312450,144.5
578370,5312450,144.7
578380,5312450,145
578390,5312450,145.2
578400,5312450,145.4
578410,5312450,145.6
578420,5312450,145.9
578430,5312450,146.1
578440,5312450,146.7
578450,5312450,147.6
578460,5312450,148.4
578470,5312450,149.2
578480,5312450,149.8
578490,5312450,150.4
578500,5312450,151
578510,5312450,151.8
578520,5312450,152.6
578530,5312450,153.9
578540,5312450,155
578550,5312450,156.1
578560,5312450,157.2
578570,5312450,158.3
578580,5312450,159.6
578590,5312450,160.8
578600,5312450,161.9
578610,5312450,162.9
578620,5312450,163.9
578630,5312450,164.9
578640,5312450,166
578650,5312450,166.9
578660,5312450,167.8
578670,5312450,168.6
578680,5312450,169.2
578690,5312450,169.7
578700,5312450,170.1
578710,5312450,170.5
578720,5312450,170.8
578730,5312450,171.1
578740,5312450,171.3
578750,5312450,171.4
578760,5312450,171.5
578770,5312450,171.4
578780,5312450,171.3
578790,5312450,171.2
578800,5312450,170.9
578810,5312450,170.4
578820,5312450,169.7
578830,5312450,168.8
578840,5312450,168
578850,5312450,167
578860,5312450,165.9
578870,5312450,164.6
578880,5312450,163.5
578890,5312450,162.6
578900,5312450,161.8
578910,5312450,160.9
578920,5312450,159.9
578930,5312450,158.7
578940,5312450,157.3
578950,5312450,155.9
578960,5312450,154.4
578970,5312450,152.9
578980,5312450,151.1
578990,5312450,149.1
579000,5312450,146.9
579010,5312450,144
579020,5312450,139.9
579030,5312450,136.7
579040,5312450,133.7
579050,5312450,130.9
579060,5312450,128.3
579070,5312450,127.3
579080,5312450,127.3
579090,5312450,128.1
579100,5312450,127.9
579110,5312450,127
579120,5312450,126.2
579130,5312450,126
579140,5312450,126
579150,5312450,126
579160,5312450,126.6
579170,5312450,127.5
579180,5312450,128.1
579190,5312450,128.4
579200,5312450,128.7
579210,5312450,128.9
579220,5312450,129.1
579230,5312450,129.4
579240,5312450,129.7
579250,5312450,129.9
579260,5312450,130
579270,5312450,130.4
579280,5312450,130.9
579290,5312450,131.5
579300,5312450,132
579310,5312450,132.4
579320,5312450,133
579330,5312450,133.4
579340,5312450,133.9
579350,5312450,134.4
579360,5312450,135
579370,5312450,135.4
579380,5312450,135.8
579390,5312450,136.3
579400,5312450,136.7
579410,5312450,137.2
579420,5312450,137.8
579430,5312450,138.3
579440,5312450,138.8
579450,5312450,139.3
579460,5312450,139.6
579470,5312450,139.9
579480,5312450,140.1
579490,5312450,140.2
579500,5312450,140.3
579510,5312450,140.4
579520,5312450,140.7
579530,5312450,141.2
579540,5312450,141.6
579550,5312450,142.7
579560,5312450,144.5
579570,5312450,146.3
579580,5312450,147.8
579590,5312450,149.2
579600,5312450,150.5
579610,5312450,151.3
579620,5312450,152.4
579630,5312450,153.3
579640,5312450,154.2
579650,5312450,155.2
579660,5312450,156.1
579670,5312450,156.8
579680,5312450,157.3
579690,5312450,157.8
579700,5312450,158.3
579710,5312450,159
579720,5312450,159.8
579730,5312450,160.6
579740,5312450,161.3
579750,5312450,161.9
579760,5312450,162.4
579770,5312450,162.8
579780,5312450,163.1
579790,5312450,163.3
579800,5312450,163.4
579810,5312450,163.6
579820,5312450,163.7
579830,5312450,164
579840,5312450,164.1
579850,5312450,164.1
579860,5312450,164.3
579870,5312450,164.5
579880,5312450,164.8
579890,5312450,165.3
579900,5312450,165.8
579910,5312450,166.4
579920,5312450,167.1
577020,5312440,91.6
577030,5312440,91.5
577040,5312440,91.4
577050,5312440,91.3
577060,5312440,91.2
577070,5312440,91.1
577080,5312440,91.1
577090,5312440,91.1
577100,5312440,91.1
577110,5312440,91
577120,5312440,90.3
577130,5312440,90.1
577140,5312440,90.1
577150,5312440,90.1
577160,5312440,90.2
577170,5312440,90.4
577180,5312440,90.5
577190,5312440,90.7
577200,5312440,90.9
577210,5312440,91.1
577220,5312440,91.2
577230,5312440,91.4
577240,5312440,92.1
577250,5312440,93.1
577260,5312440,94.1
577270,5312440,95.3
577280,5312440,96.2
577290,5312440,97.1
577300,5312440,98.3
577310,5312440,100.4
577320,5312440,102.4
577330,5312440,103.7
577340,5312440,103.9
577350,5312440,104.2
577360,5312440,104.4
577370,5312440,104.6
577380,5312440,104.7
577390,5312440,105.1
577400,5312440,105.5
577410,5312440,106.1
577420,5312440,106.7
577430,5312440,107.8
577440,5312440,108.6
577450,5312440,109
577460,5312440,109.2
577470,5312440,108.8
577480,5312440,108.2
577490,5312440,107.2
577500,5312440,106.2
577510,5312440,105.7
577520,5312440,105.3
577530,5312440,105.1
577540,5312440,105.2
577550,5312440,105.2
577560,5312440,105.4
577570,5312440,105.6
577580,5312440,105.8
577590,5312440,106.2
577600,5312440,106.4
577610,5312440,106.8
577620,5312440,107.1
577630,5312440,107.5
577640,5312440,107.9
577650,5312440,108.3
577660,5312440,108.7
577670,5312440,109.2
577680,5312440,109.6
577690,5312440,110.1
577700,5312440,110.5
577710,5312440,111
577720,5312440,111.5
577730,5312440,112
577740,5312440,112.5
577750,5312440,112.9
577760,5312440,113.4
577770,5312440,113.9
577780,5312440,114.3
