X,Y,SandySilt_top
-121.9511702,47.96725452,448.1
-121.9517125,47.96679113,444.7
-121.9491983,47.96612749,450.6
-121.9497326,47.96776749,454
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
