X,Y,
577351.8116,5313552.271,
577352.002,5313552.509,
577352.1924,5313552.747,
577352.3828,5313552.985,
577352.5733,5313553.223,
577352.7637,5313553.461,
577352.9541,5313553.699,
577353.1445,5313553.937,
577353.3349,5313554.175,
577353.5253,5313554.413,
577353.7157,5313554.651,
577353.9061,5313554.889,
577354.0965,5313555.127,
577354.2869,5313555.365,
577354.4773,5313555.603,
577354.6677,5313555.841,
577354.8581,5313556.079,
577355.0486,5313556.317,
577355.239,5313556.555,
577355.4294,5313556.793,
577355.6198,5313557.031,
577355.8102,5313557.269,
577356.0006,5313557.507,
577356.191,5313557.745,
577356.3814,5313557.983,
577356.5718,5313558.221,
577356.7622,5313558.459,
577356.9526,5313558.697,
577357.143,5313558.935,
577357.3334,5313559.173,
577357.5238,5313559.411,
577357.7143,5313559.649,
577357.9047,5313559.887,
577358.0951,5313560.125,
577358.2855,5313560.363,
577358.4759,5313560.601,
577358.6663,5313560.839,
577358.8567,5313561.078,
577359.0471,5313561.316,
577359.2375,5313561.554,
577359.4279,5313561.792,
577359.6183,5313562.03,
577359.8087,5313562.268,
577359.9991,5313562.506,
577360.1896,5313562.744,
577360.38,5313562.982,
577360.5704,5313563.22,
577360.7608,5313563.458,
577360.9512,5313563.696,
577361.1416,5313563.934,
577361.332,5313564.172,
577361.5224,5313564.41,
577361.7128,5313564.648,
577361.9032,5313564.886,
577362.0936,5313565.124,
577362.284,5313565.362,
577362.4744,5313565.6,
577362.6648,5313565.838,
577362.8553,5313566.076,
577363.0457,5313566.314,
577363.2361,5313566.552,
577363.4265,5313566.79,
577363.6169,5313567.028,
577363.8073,5313567.266,
577363.9976,5313567.504,
577364.188,5313567.742,
577364.3784,5313567.98,
577364.5688,5313568.218,
577364.7592,5313568.456,
577364.9496,5313568.694,
577365.14,5313568.932,
577365.3305,5313569.17,
577365.5209,5313569.408,
577365.7113,5313569.646,
577365.9017,5313569.884,
577366.0921,5313570.122,
577366.2825,5313570.36,
577366.4729,5313570.598,
577366.6633,5313570.836,
577366.8537,5313571.074,
577367.0441,5313571.312,
577367.2345,5313571.55,
577367.4249,5313571.788,
577367.6153,5313572.026,
577367.8057,5313572.264,
577367.9962,5313572.502,
577368.1866,5313572.74,
577368.377,5313572.978,
577368.5674,5313573.216,
577368.7578,5313573.454,
577368.9482,5313573.692,
577369.1386,5313573.93,
577369.329,5313574.168,
577369.5194,5313574.406,
577369.7098,5313574.644,
577369.9002,5313574.882,
577370.0906,5313575.12,
577370.281,5313575.358,
577370.4715,5313575.596,
577370.6619,5313575.834,
577370.8523,5313576.072,
577371.0427,5313576.31,
577371.2331,5313576.548,
577371.4235,5313576.786,
577371.6139,5313577.024,
577371.8043,5313577.262,
577371.9947,5313577.5,
577372.1851,5313577.738,
577372.3755,5313577.976,
577372.5659,5313578.214,
577372.7563,5313578.452,
577372.9467,5313578.69,
577373.1372,5313578.928,
577373.3276,5313579.166,
577373.518,5313579.404,
577373.7084,5313579.642,
577373.8988,5313579.88,
577374.0892,5313580.118,
577374.2796,5313580.356,
577374.47,5313580.594,
577374.6604,5313580.832,
577374.8508,5313581.07,
577375.0412,5313581.308,
577375.2316,5313581.547,
577375.422,5313581.785,
577375.6125,5313582.023,
577375.8029,5313582.261,
577375.9933,5313582.499,
577376.1837,5313582.737,
577376.3741,5313582.975,
577376.5645,5313583.213,
577376.7549,5313583.451,
577376.9453,5313583.689,
577377.1357,5313583.927,
577377.3261,5313584.165,
577377.5165,5313584.403,
577377.7069,5313584.641,
577377.8973,5313584.879,
577378.0877,5313585.117,
577378.2782,5313585.355,
577378.4686,5313585.593,
577378.659,5313585.831,
577378.8494,5313586.069,
577379.0398,5313586.307,
577379.2302,5313586.545,
577379.4206,5313586.783,
577379.611,5313587.021,
577379.8014,5313587.259,
577379.9918,5313587.497,
577380.1822,5313587.735,
577380.3726,5313587.973,
577380.563,5313588.211,
577380.7535,5313588.449,
577380.9439,5313588.687,
577381.1343,5313588.925,
577381.3247,5313589.163,
577381.5151,5313589.401,
577381.7055,5313589.639,
577381.8959,5313589.877,
577382.0863,5313590.115,
577382.2767,5313590.353,
577382.4671,5313590.591,
577382.6575,5313590.829,
577382.8479,5313591.067,
577383.0383,5313591.305,
577383.2287,5313591.543,
577383.4192,5313591.781,
577383.6096,5313592.019,
577383.8,5313592.257,
577383.9904,5313592.495,
577384.1808,5313592.733,
577384.3712,5313592.971,
577384.5616,5313593.209,
577384.752,5313593.447,
577384.9424,5313593.685,
577385.1328,5313593.923,
577385.3232,5313594.161,
577385.5136,5313594.399,
577385.704,5313594.637,
577385.8945,5313594.875,
577386.0849,5313595.113,
577386.2753,5313595.351,
577386.4657,5313595.589,
577386.6561,5313595.827,
577386.8465,5313596.065,
577387.0369,5313596.303,
577387.2273,5313596.541,
577387.4177,5313596.779,
577387.6081,5313597.017,
577387.7985,5313597.255,
577387.9889,5313597.493,
577388.1793,5313597.731,
577388.3698,5313597.969,
577388.5602,5313598.207,
577388.7506,5313598.445,
577388.941,5313598.683,
577389.1314,5313598.921,
577389.3218,5313599.159,
577389.5122,5313599.397,
577389.7026,5313599.635,
577389.893,5313599.873,
577390.0834,5313600.111,
577390.2738,5313600.349,
577390.4642,5313600.587,
577390.6546,5313600.825,
577390.845,5313601.063,
577391.0355,5313601.301,
577391.2259,5313601.539,
577391.4163,5313601.777,
577391.6067,5313602.015,
577391.7971,5313602.253,
577391.9875,5313602.491,
577392.1779,5313602.729,
577392.3683,5313602.967,
577392.5587,5313603.205,
577392.7491,5313603.443,
577392.9395,5313603.681,
577393.1299,5313603.919,
577393.3203,5313604.157,
577393.5108,5313604.395,
577393.7012,5313604.634,
577393.8916,5313604.872,
577394.082,5313605.11,
577394.2724,5313605.348,
577394.4628,5313605.586,
577394.6532,5313605.824,
577394.8436,5313606.062,
577395.034,5313606.3,
577395.2244,5313606.538,
577395.4148,5313606.776,
577395.6052,5313607.014,
577395.7956,5313607.252,
577395.986,5313607.49,
577396.1765,5313607.728,
577396.3669,5313607.966,
577396.5573,5313608.204,
577396.7477,5313608.442,
577396.9381,5313608.68,
577397.1285,5313608.918,
577397.3189,5313609.156,
577397.5093,5313609.394,
577397.6997,5313609.632,
577397.8901,5313609.87,
577398.0805,5313610.108,
577398.2709,5313610.346,
577398.4613,5313610.584,
577398.6518,5313610.822,
577398.8422,5313611.06,
577399.0326,5313611.298,
577399.223,5313611.536,
577399.4134,5313611.774,
577399.6038,5313612.012,
577399.7942,5313612.25,
577399.9846,5313612.488,
577400.175,5313612.726,
577400.3654,5313612.964,
577400.5558,5313613.202,
577400.7462,5313613.44,
577400.9366,5313613.678,
577401.127,5313613.916,
577401.3175,5313614.154,
577401.5079,5313614.392,
577401.6983,5313614.63,
577401.8887,5313614.868,
577402.0791,5313615.106,
577402.2695,5313615.344,
577402.4599,5313615.582,
577402.6503,5313615.82,
577402.8407,5313616.058,
577403.0311,5313616.296,
577403.2215,5313616.534,
577403.4119,5313616.772,
577403.6023,5313617.01,
577403.7928,5313617.248,
577403.9832,5313617.486,
577404.1736,5313617.724,
577404.364,5313617.962,
577404.5544,5313618.2,
577404.7448,5313618.438,
577404.9352,5313618.676,
577405.1256,5313618.914,
577405.316,5313619.152,
577405.5064,5313619.39,
577405.6968,5313619.628,
577405.8872,5313619.866,
577406.0776,5313620.104,
577406.268,5313620.342,
577406.4585,5313620.58,
577406.6489,5313620.818,
577406.8393,5313621.056,
577407.0297,5313621.294,
577407.2201,5313621.532,
577407.4105,5313621.77,
577407.6009,5313622.008,
577407.7913,5313622.246,
577407.9817,5313622.484,
577408.1721,5313622.722,
577408.3625,5313622.96,
577408.5529,5313623.198,
577408.7433,5313623.436,
577408.9338,5313623.674,
577409.1242,5313623.912,
577409.3146,5313624.15,
577409.505,5313624.388,
577409.6954,5313624.626,
577409.8858,5313624.864,
577410.0762,5313625.102,
577410.2666,5313625.34,
577410.457,5313625.578,
577410.6474,5313625.816,
577410.8378,5313626.054,
577411.0282,5313626.292,
577411.2186,5313626.53,
577411.409,5313626.768,
577411.5995,5313627.006,
577411.7899,5313627.244,
577411.9803,5313627.482,
577412.1707,5313627.721,
577412.3611,5313627.959,
577412.5515,5313628.197,
577412.7419,5313628.435,
577412.9323,5313628.673,
577413.1227,5313628.911,
577413.3131,5313629.149,
577413.5035,5313629.387,
577413.6939,5313629.625,
577413.8843,5313629.863,
577414.0748,5313630.101,
577414.2652,5313630.339,
577414.4556,5313630.577,
577414.646,5313630.815,
577414.8364,5313631.053,
577415.0268,5313631.291,
577415.2172,5313631.529,
577415.4076,5313631.767,
577415.598,5313632.005,
577415.7884,5313632.243,
577415.9788,5313632.481,
577416.1692,5313632.719,
577416.3596,5313632.957,
577416.55,5313633.195,
577416.7405,5313633.433,
577416.9309,5313633.671,
577417.1213,5313633.909,
577417.3117,5313634.147,
577417.5021,5313634.385,
577417.6925,5313634.623,
577417.8829,5313634.861,
577418.0733,5313635.099,
577418.2637,5313635.337,
577418.4541,5313635.575,
577418.6445,5313635.813,
577418.8348,5313636.051,
577419.0252,5313636.289,
577419.2157,5313636.527,
577419.4061,5313636.765,
577419.5965,5313637.003,
577419.7869,5313637.241,
577419.9773,5313637.479,
577420.1677,5313637.717,
577420.3581,5313637.955,
577420.5485,5313638.193,
577420.7389,5313638.431,
577420.9293,5313638.669,
577421.1197,5313638.907,
577421.3101,5313639.145,
577421.5005,5313639.383,
577421.6909,5313639.621,
577421.8814,5313639.859,
577422.0718,5313640.097,
577422.2622,5313640.335,
577422.4526,5313640.573,
577422.643,5313640.811,
577422.8334,5313641.049,
577423.0238,5313641.287,
577423.2142,5313641.525,
577423.4046,5313641.763,
577423.595,5313642.001,
577423.7854,5313642.239,
577423.9758,5313642.477,
577424.1662,5313642.715,
577424.3567,5313642.953,
577424.5471,5313643.191,
577424.7375,5313643.429,
577424.9279,5313643.667,
577425.1183,5313643.905,
577425.3087,5313644.143,
577425.4991,5313644.381,
577425.6895,5313644.619,
577425.8799,5313644.857,
577426.0703,5313645.095,
577426.2607,5313645.333,
577426.4511,5313645.571,
577426.6415,5313645.809,
577426.8319,5313646.047,
577427.0224,5313646.285,
577427.2128,5313646.523,
577427.4032,5313646.761,
577427.5936,5313646.999,
577427.784,5313647.237,
577427.9744,5313647.475,
577428.1648,5313647.713,
577428.3552,5313647.951,
577428.5456,5313648.189,
577428.736,5313648.427,
577428.9264,5313648.665,
577429.1168,5313648.903,
577429.3072,5313649.141,
577429.4977,5313649.379,
577429.6881,5313649.617,
577429.8785,5313649.855,
577430.0689,5313650.093,
577430.2593,5313650.331,
577430.4497,5313650.569,
577430.6401,5313650.808,
577430.8305,5313651.046,
577431.0209,5313651.284,
577431.2113,5313651.522,
577431.4017,5313651.76,
577431.5921,5313651.998,
577431.7825,5313652.236,
577431.973,5313652.474,
577432.1634,5313652.712,
577432.3538,5313652.95,
577432.5442,5313653.188,
577432.7346,5313653.426,
577432.925,5313653.664,
577433.1154,5313653.902,
577433.3058,5313654.14,
577433.4962,5313654.378,
577433.6866,5313654.616,
577433.877,5313654.854,
577434.0674,5313655.092,
577434.2578,5313655.33,
577434.4482,5313655.568,
577434.6387,5313655.806,
577434.8291,5313656.044,
577435.0195,5313656.282,
577435.2099,5313656.52,
577435.4003,5313656.758,
577435.5907,5313656.996,
577435.7811,5313657.234,
577435.9715,5313657.472,
577436.1619,5313657.71,
577436.3523,5313657.948,
577436.5427,5313658.186,
577436.7331,5313658.424,
577436.9235,5313658.662,
577437.114,5313658.9,
577437.3044,5313659.138,
577437.4948,5313659.376,
577437.6852,5313659.614,
577437.8756,5313659.852,
577438.066,5313660.09,
577438.2564,5313660.328,
577438.4468,5313660.566,
577438.6372,5313660.804,
577438.8276,5313661.042,
577439.018,5313661.28,
577439.2084,5313661.518,
577439.3988,5313661.756,
577439.5892,5313661.994,
577439.7797,5313662.232,
577439.9701,5313662.47,
577440.1605,5313662.708,
577440.3509,5313662.946,
577440.5413,5313663.184,
577440.7317,5313663.422,
577440.9221,5313663.66,
577441.1125,5313663.898,
577441.3029,5313664.136,
577441.4933,5313664.374,
577441.6837,5313664.612,
577441.8741,5313664.85,
577442.0645,5313665.088,
577442.255,5313665.326,
577442.4454,5313665.564,
577442.6358,5313665.802,
577442.8262,5313666.04,
577443.0166,5313666.278,
577443.207,5313666.516,
577443.3974,5313666.754,
577443.5878,5313666.992,
577443.7782,5313667.23,
577443.9686,5313667.468,
577444.159,5313667.706,
577444.3494,5313667.944,
577444.5398,5313668.182,
577444.7302,5313668.42,
577444.9207,5313668.658,
577445.1111,5313668.896,
577445.3015,5313669.134,
577445.4919,5313669.372,
577445.6823,5313669.61,
577445.8727,5313669.848,
577446.0631,5313670.086,
577446.2535,5313670.324,
577446.4439,5313670.562,
577446.6343,5313670.8,
577446.8247,5313671.038,
577447.0151,5313671.276,
577447.2055,5313671.514,
577447.396,5313671.752,
577447.5864,5313671.99,
577447.7768,5313672.228,
577447.9672,5313672.466,
577448.1576,5313672.704,
577448.348,5313672.942,
577448.5384,5313673.18,
577448.7288,5313673.418,
577448.9192,5313673.656,
577449.1096,5313673.895,
577449.3,5313674.133,
577449.4904,5313674.371,
577449.6808,5313674.609,
577449.8712,5313674.847,
577450.0617,5313675.085,
577450.2521,5313675.323,
577450.4425,5313675.561,
577450.6329,5313675.799,
577450.8233,5313676.037,
577451.0137,5313676.275,
577451.2041,5313676.513,
577451.3945,5313676.751,
577451.5849,5313676.989,
577451.7753,5313677.227,
577451.9657,5313677.465,
577452.1561,5313677.703,
577452.3465,5313677.941,
577452.537,5313678.179,
577452.7274,5313678.417,
577452.9178,5313678.655,
577453.1082,5313678.893,
577453.2986,5313679.131,
577453.489,5313679.369,
577453.6794,5313679.607,
577453.8698,5313679.845,
577454.0602,5313680.083,
577454.2506,5313680.321,
577454.441,5313680.559,
577454.6314,5313680.797,
577454.8218,5313681.035,
577455.0122,5313681.273,
577455.2027,5313681.511,
577455.3931,5313681.749,
577455.5835,5313681.987,
577455.7739,5313682.225,
577455.9643,5313682.463,
577456.1547,5313682.701,
577456.3451,5313682.939,
577456.5355,5313683.177,
577456.7259,5313683.415,
577456.9163,5313683.653,
577457.1067,5313683.891,
577457.2971,5313684.129,
577457.4875,5313684.367,
577457.678,5313684.605,
577457.8684,5313684.843,
577458.0588,5313685.081,
577458.2492,5313685.319,
577458.4396,5313685.557,
577458.63,5313685.795,
577458.8204,5313686.033,
577459.0108,5313686.271,
577459.2012,5313686.509,
577459.3916,5313686.747,
577459.582,5313686.985,
577459.7724,5313687.223,
577459.9628,5313687.461,
577460.1532,5313687.699,
577460.3437,5313687.937,
577460.5341,5313688.175,
577460.7245,5313688.413,
577460.9149,5313688.651,
577461.1053,5313688.889,
577461.2957,5313689.127,
577461.4861,5313689.365,
577461.6765,5313689.603,
577461.8669,5313689.841,
577462.0573,5313690.079,
577462.2477,5313690.317,
577462.4381,5313690.555,
577462.6285,5313690.793,
577462.819,5313691.031,
577463.0094,5313691.269,
577463.1998,5313691.507,
577463.3902,5313691.745,
577463.5806,5313691.983,
577463.771,5313692.221,
577463.9614,5313692.459,
577464.1518,5313692.697,
577464.3422,5313692.935,
577464.5326,5313693.173,
577464.723,5313693.411,
577464.9134,5313693.649,
577465.1038,5313693.887,
577465.2942,5313694.125,
577465.4847,5313694.363,
577465.6751,5313694.601,
577465.8655,5313694.839,
577466.0559,5313695.077,
577466.2463,5313695.315,
577466.4367,5313695.553,
577466.6271,5313695.791,
577466.8175,5313696.029,
577467.0079,5313696.267,
577467.1983,5313696.505,
577467.3887,5313696.744,
577467.5791,5313696.982,
577467.7695,5313697.22,
577467.96,5313697.458,
577468.1504,5313697.696,
577468.3408,5313697.934,
577468.5312,5313698.172,
577468.7216,5313698.41,
577468.912,5313698.648,
577469.1024,5313698.886,
577469.2928,5313699.124,
577469.4832,5313699.362,
577469.6736,5313699.6,
577469.864,5313699.838,
577470.0544,5313700.076,
577470.2448,5313700.314,
577470.4353,5313700.552,
577470.6257,5313700.79,
577470.8161,5313701.028,
577471.0065,5313701.266,
577471.1969,5313701.504,
577471.3873,5313701.742,
577471.5777,5313701.98,
577471.7681,5313702.218,
577471.9585,5313702.456,
577472.1489,5313702.694,
577472.3393,5313702.932,
577472.5297,5313703.17,
577472.7201,5313703.408,
577472.9104,5313703.646,
577473.1009,5313703.884,
577473.2913,5313704.122,
577473.4817,5313704.36,
577473.6721,5313704.598,
577473.8625,5313704.836,
577474.0529,5313705.074,
577474.2433,5313705.312,
577474.4337,5313705.55,
577474.6241,5313705.788,
577474.8145,5313706.026,
577475.0049,5313706.264,
577475.1953,5313706.502,
577475.3857,5313706.74,
577475.5762,5313706.978,
577475.7666,5313707.216,
577475.957,5313707.454,
577476.1474,5313707.692,
577476.3378,5313707.93,
577476.5282,5313708.168,
577476.7186,5313708.406,
577476.909,5313708.644,
577477.0994,5313708.882,
577477.2898,5313709.12,
577477.4802,5313709.358,
577477.6706,5313709.596,
577477.861,5313709.834,
577478.0514,5313710.072,
577478.2419,5313710.31,
577478.4323,5313710.548,
577478.6227,5313710.786,
577478.8131,5313711.024,
577479.0035,5313711.262,
577479.1939,5313711.5,
577479.3843,5313711.738,
577479.5747,5313711.976,
577479.7651,5313712.214,
577479.9555,5313712.452,
577480.1459,5313712.69,
577480.3363,5313712.928,
577480.5267,5313713.166,
577480.7172,5313713.404,
577480.9076,5313713.642,
577481.098,5313713.88,
577481.2884,5313714.118,
577481.4788,5313714.356,
577481.6692,5313714.594,
577481.8596,5313714.832,
577482.05,5313715.07,
577482.2404,5313715.308,
577482.4308,5313715.546,
577482.6212,5313715.784,
577482.8116,5313716.022,
577483.002,5313716.26,
577483.1924,5313716.498,
577483.3829,5313716.736,
577483.5733,5313716.974,
577483.7637,5313717.212,
577483.9541,5313717.45,
577484.1445,5313717.688,
577484.3349,5313717.926,
577484.5253,5313718.164,
577484.7157,5313718.402,
577484.9061,5313718.64,
577485.0965,5313718.878,
577485.2869,5313719.116,
577485.4773,5313719.354,
577485.6677,5313719.592,
577485.8582,5313719.831,
577486.0486,5313720.069,
577486.239,5313720.307,
577486.4294,5313720.545,
577486.6198,5313720.783,
577486.8102,5313721.021,
577487.0006,5313721.259,
577487.191,5313721.497,
577487.3814,5313721.735,
577487.5718,5313721.973,
577487.7622,5313722.211,
577487.9526,5313722.449,
577488.143,5313722.687,
577488.3334,5313722.925,
577488.5239,5313723.163,
577488.7143,5313723.401,
577488.9047,5313723.639,
577489.0951,5313723.877,
577489.2855,5313724.115,
577489.4759,5313724.353,
577489.6663,5313724.591,
577489.8567,5313724.829,
577490.0471,5313725.067,
577490.2375,5313725.305,
577490.4279,5313725.543,
577490.6183,5313725.781,
577490.8087,5313726.019,
577490.9992,5313726.257,
577491.1896,5313726.495,
577491.38,5313726.733,
577491.5704,5313726.971,
577491.7608,5313727.209,
577491.9512,5313727.447,
577492.1416,5313727.685,
577492.332,5313727.923,
577492.5224,5313728.161,
577492.7128,5313728.399,
577492.9032,5313728.637,
577493.0936,5313728.875,
577493.284,5313729.113,
577493.4744,5313729.351,
577493.6649,5313729.589,
577493.8553,5313729.827,
577494.0457,5313730.065,
577494.2361,5313730.303,
577494.4265,5313730.541,
577494.6169,5313730.779,
577494.8073,5313731.017,
577494.9977,5313731.255,
577495.1881,5313731.493,
577495.3785,5313731.731,
577495.5689,5313731.969,
577495.7593,5313732.207,
577495.9497,5313732.445,
577496.1402,5313732.683,
577496.3306,5313732.921,
577496.521,5313733.159,
577496.7114,5313733.397,
577496.9018,5313733.635,
577497.0922,5313733.873,
577497.2826,5313734.111,
577497.473,5313734.349,
577497.6634,5313734.587,
577497.8538,5313734.825,
577498.0442,5313735.063,
577498.2346,5313735.301,
577498.425,5313735.539,
577498.6154,5313735.777,
577498.8059,5313736.015,
577498.9963,5313736.253,
577499.1867,5313736.491,
577499.3771,5313736.729,
577499.5675,5313736.967,
577499.7579,5313737.205,
577499.9483,5313737.443,
577500.1387,5313737.681,
577500.3291,5313737.919,
577500.5195,5313738.157,
577500.7099,5313738.395,
577500.9003,5313738.633,
577501.0907,5313738.871,
577501.2812,5313739.109,
577501.4716,5313739.347,
577501.662,5313739.585,
577501.8524,5313739.823,
577502.0428,5313740.061,
577502.2332,5313740.3,
577502.4236,5313740.538,
577502.614,5313740.776,
577502.8044,5313741.014,
577502.9948,5313741.252,
577503.1852,5313741.49,
577503.3756,5313741.728,
577503.566,5313741.966,
577503.7564,5313742.204,
577503.9469,5313742.442,
577504.1373,5313742.68,
577504.3277,5313742.918,
577504.5181,5313743.156,
577504.7085,5313743.394,
577504.8989,5313743.632,
577505.0893,5313743.87,
577505.2797,5313744.108,
577505.4701,5313744.346,
577505.6605,5313744.584,
577505.8509,5313744.822,
577506.0413,5313745.06,
577506.2317,5313745.298,
577506.4222,5313745.536,
577506.6126,5313745.774,
577506.803,5313746.012,
577506.9934,5313746.25,
577507.1838,5313746.488,
577507.3742,5313746.726,
577507.5646,5313746.964,
577507.755,5313747.202,
577507.9454,5313747.44,
577508.1358,5313747.678,
577508.3262,5313747.916,
577508.5166,5313748.154,
577508.707,5313748.392,
577508.8975,5313748.63,
577509.0879,5313748.868,
577509.2783,5313749.106,
577509.4687,5313749.344,
577509.6591,5313749.582,
577509.8495,5313749.82,
577510.0399,5313750.058,
577510.2303,5313750.296,
577510.4207,5313750.534,
577510.6111,5313750.772,
577510.8015,5313751.01,
577510.9919,5313751.248,
577511.1823,5313751.486,
577511.3727,5313751.724,
577511.5632,5313751.962,
577511.7536,5313752.2,
577511.944,5313752.438,
577512.1344,5313752.676,
577512.3248,5313752.914,
577512.5152,5313753.152,
577512.7056,5313753.39,
577512.896,5313753.628,
577513.0864,5313753.866,
577513.2768,5313754.104,
577513.4672,5313754.342,
577513.6576,5313754.58,
577513.848,5313754.818,
577514.0385,5313755.056,
577514.2289,5313755.294,
577514.4193,5313755.532,
577514.6097,5313755.77,
577514.8001,5313756.008,
577514.9905,5313756.246,
577515.1809,5313756.484,
577515.3713,5313756.722,
577515.5617,5313756.96,
577515.7521,5313757.198,
577515.9425,5313757.436,
577516.1329,5313757.674,
577516.3233,5313757.912,
577516.5137,5313758.15,
577516.7042,5313758.388,
577516.8946,5313758.626,
577517.085,5313758.864,
577517.2754,5313759.102,
577517.4658,5313759.34,
577517.6562,5313759.578,
577517.8466,5313759.816,
577518.037,5313760.054,
577518.2274,5313760.292,
577518.4178,5313760.53,
577518.6082,5313760.768,
577518.7986,5313761.006,
577518.989,5313761.244,
577519.1795,5313761.482,
577519.3699,5313761.72,
577519.5603,5313761.958,
577519.7507,5313762.196,
577519.9411,5313762.434,
577520.1315,5313762.672,
577520.3219,5313762.91,
577520.5123,5313763.148,
577520.7027,5313763.387,
577520.8931,5313763.625,
577521.0835,5313763.863,
577521.2739,5313764.101,
577521.4643,5313764.339,
577521.6547,5313764.577,
577521.8452,5313764.815,
577522.0356,5313765.053,
577522.226,5313765.291,
577522.4164,5313765.529,
577522.6068,5313765.767,
577522.7972,5313766.005,
577522.9876,5313766.243,
577523.178,5313766.481,
577523.3684,5313766.719,
577523.5588,5313766.957,
577523.7492,5313767.195,
577523.9396,5313767.433,
577524.13,5313767.671,
577524.3205,5313767.909,
577524.5109,5313768.147,
577524.7013,5313768.385,
577524.8917,5313768.623,
577525.0821,5313768.861,
577525.2725,5313769.099,
577525.4629,5313769.337,
577525.6533,5313769.575,
577525.8437,5313769.813,
577526.0341,5313770.051,
577526.2245,5313770.289,
577526.4148,5313770.527,
577526.6052,5313770.765,
577526.7956,5313771.003,
577526.9861,5313771.241,
577527.1765,5313771.479,
577527.3669,5313771.717,
577527.5573,5313771.955,
577527.7477,5313772.193,
577527.9381,5313772.431,
577528.1285,5313772.669,
577528.3189,5313772.907,
577528.5093,5313773.145,
577528.6997,5313773.383,
577528.8901,5313773.621,
577529.0805,5313773.859,
577529.2709,5313774.097,
577529.4614,5313774.335,
577529.6518,5313774.573,
577529.8422,5313774.811,
577530.0326,5313775.049,
577530.223,5313775.287,
577530.4134,5313775.525,
577530.6038,5313775.763,
577530.7942,5313776.001,
577530.9846,5313776.239,
577531.175,5313776.477,
577531.3654,5313776.715,
577531.5558,5313776.953,
577531.7462,5313777.191,
577531.9366,5313777.429,
577532.1271,5313777.667,
577532.3175,5313777.905,
577532.5079,5313778.143,
577532.6983,5313778.381,
577532.8887,5313778.619,
577533.0791,5313778.857,
577533.2695,5313779.095,
577533.4599,5313779.333,
577533.6503,5313779.571,
577533.8407,5313779.809,
577534.0311,5313780.047,
577534.2215,5313780.285,
577534.4119,5313780.523,
577534.6024,5313780.761,
577534.7928,5313780.999,
577534.9832,5313781.237,
577535.1736,5313781.475,
577535.364,5313781.713,
577535.5544,5313781.951,
577535.7448,5313782.189,
577535.9352,5313782.427,
577536.1256,5313782.665,
577536.316,5313782.903,
577536.5064,5313783.141,
577536.6968,5313783.379,
577536.8872,5313783.617,
577537.0776,5313783.855,
577537.2681,5313784.093,
577537.4585,5313784.331,
577537.6489,5313784.569,
577537.8393,5313784.807,
577538.0297,5313785.045,
577538.2201,5313785.283,
577538.4105,5313785.521,
577538.6009,5313785.759,
577538.7913,5313785.997,
577538.9817,5313786.235,
577539.1721,5313786.474,
577539.3625,5313786.712,
577539.5529,5313786.95,
577539.7434,5313787.188,
577539.9338,5313787.426,
577540.1242,5313787.664,
577540.3146,5313787.902,
577540.505,5313788.14,
577540.6954,5313788.378,
577540.8858,5313788.616,
577541.0762,5313788.854,
577541.2666,5313789.092,
577541.457,5313789.33,
577541.6474,5313789.568,
577541.8378,5313789.806,
577542.0282,5313790.044,
577542.2186,5313790.282,
577542.4091,5313790.52,
577542.5995,5313790.758,
577542.7899,5313790.996,
577542.9803,5313791.234,
577543.1707,5313791.472,
577543.3611,5313791.71,
577543.5515,5313791.948,
577543.7419,5313792.186,
577543.9323,5313792.424,
577544.1227,5313792.662,
577544.3131,5313792.9,
577544.5035,5313793.138,
577544.6939,5313793.376,
577544.8844,5313793.614,
577545.0748,5313793.852,
577545.2652,5313794.09,
577545.4556,5313794.328,
577545.646,5313794.566,
577545.8364,5313794.804,
577546.0268,5313795.042,
577546.2172,5313795.28,
577546.4076,5313795.518,
577546.598,5313795.756,
577546.7884,5313795.994,
577546.9788,5313796.232,
577547.1692,5313796.47,
577547.3597,5313796.708,
577547.5501,5313796.946,
577547.7405,5313797.184,
577547.9309,5313797.422,
577548.1213,5313797.66,
577548.3117,5313797.898,
577548.5021,5313798.136,
577548.6925,5313798.374,
577548.8829,5313798.612,
577549.0733,5313798.85,
577549.2637,5313799.088,
577549.4541,5313799.326,
577549.6445,5313799.564,
577549.8349,5313799.802,
577550.0254,5313800.04,
577550.2158,5313800.278,
577550.4062,5313800.516,
577550.5966,5313800.754,
577550.787,5313800.992,
577550.9774,5313801.23,
577551.1678,5313801.468,
577551.3582,5313801.706,
577551.5486,5313801.944,
577551.739,5313802.182,
577551.9294,5313802.42,
577552.1198,5313802.658,
577552.3102,5313802.896,
577552.5007,5313803.134,
577552.6911,5313803.372,
577552.8815,5313803.61,
577553.0719,5313803.848,
577553.2623,5313804.086,
577553.4527,5313804.324,
577553.6431,5313804.562,
577553.8335,5313804.8,
577554.0239,5313805.038,
577554.2143,5313805.276,
577554.4047,5313805.514,
577554.5951,5313805.752,
577554.7855,5313805.99,
577554.9759,5313806.228,
577555.1664,5313806.466,
577555.3568,5313806.704,
577555.5472,5313806.942,
577555.7376,5313807.18,
577555.928,5313807.418,
577556.1184,5313807.656,
577556.3088,5313807.894,
577556.4992,5313808.132,
577556.6896,5313808.37,
577556.88,5313808.608,
577557.0704,5313808.846,
577557.2608,5313809.084,
577557.4512,5313809.322,
577557.6417,5313809.561,
577557.8321,5313809.799,
577558.0225,5313810.037,
