X,Y,
576986.8012,5313096.005,
576986.9916,5313096.243,
576987.182,5313096.481,
576987.3724,5313096.719,
576987.5628,5313096.957,
576987.7532,5313097.195,
576987.9436,5313097.433,
576988.134,5313097.671,
576988.3245,5313097.909,
576988.5149,5313098.147,
576988.7053,5313098.385,
576988.8957,5313098.623,
576989.0861,5313098.861,
576989.2765,5313099.099,
576989.4669,5313099.337,
576989.6573,5313099.575,
576989.8477,5313099.813,
576990.0381,5313100.051,
576990.2285,5313100.289,
576990.4189,5313100.527,
576990.6093,5313100.765,
576990.7997,5313101.003,
576990.9902,5313101.241,
576991.1806,5313101.479,
576991.371,5313101.717,
576991.5614,5313101.955,
576991.7518,5313102.193,
576991.9422,5313102.431,
576992.1326,5313102.669,
576992.323,5313102.907,
576992.5134,5313103.145,
576992.7038,5313103.383,
576992.8942,5313103.621,
576993.0846,5313103.859,
576993.275,5313104.097,
576993.4655,5313104.335,
576993.6559,5313104.573,
576993.8463,5313104.811,
576994.0367,5313105.049,
576994.2271,5313105.288,
576994.4175,5313105.526,
576994.6079,5313105.764,
576994.7983,5313106.002,
576994.9887,5313106.24,
576995.1791,5313106.478,
576995.3695,5313106.716,
576995.5599,5313106.954,
576995.7503,5313107.192,
576995.9407,5313107.43,
576996.1312,5313107.668,
576996.3216,5313107.906,
576996.512,5313108.144,
576996.7024,5313108.382,
576996.8928,5313108.62,
576997.0832,5313108.858,
576997.2736,5313109.096,
576997.464,5313109.334,
576997.6544,5313109.572,
576997.8448,5313109.81,
576998.0352,5313110.048,
576998.2256,5313110.286,
576998.416,5313110.524,
576998.6065,5313110.762,
576998.7969,5313111,
576998.9873,5313111.238,
576999.1777,5313111.476,
576999.3681,5313111.714,
576999.5585,5313111.952,
576999.7489,5313112.19,
576999.9393,5313112.428,
577000.1297,5313112.666,
577000.3201,5313112.904,
577000.5105,5313113.142,
577000.7009,5313113.38,
577000.8913,5313113.618,
577001.0817,5313113.856,
577001.2722,5313114.094,
577001.4626,5313114.332,
577001.653,5313114.57,
577001.8434,5313114.808,
577002.0338,5313115.046,
577002.2242,5313115.284,
577002.4146,5313115.522,
577002.605,5313115.76,
577002.7954,5313115.998,
577002.9858,5313116.236,
577003.1762,5313116.474,
577003.3666,5313116.712,
577003.557,5313116.95,
577003.7475,5313117.188,
577003.9379,5313117.426,
577004.1283,5313117.664,
577004.3187,5313117.902,
577004.5091,5313118.14,
577004.6995,5313118.378,
577004.8899,5313118.616,
577005.0803,5313118.854,
577005.2707,5313119.092,
577005.4611,5313119.33,
577005.6515,5313119.568,
577005.8419,5313119.806,
577006.0323,5313120.044,
577006.2227,5313120.282,
577006.4132,5313120.52,
577006.6036,5313120.758,
577006.794,5313120.996,
577006.9844,5313121.234,
577007.1748,5313121.472,
577007.3652,5313121.71,
577007.5556,5313121.948,
577007.746,5313122.186,
577007.9364,5313122.424,
577008.1268,5313122.662,
577008.3172,5313122.9,
577008.5076,5313123.138,
577008.698,5313123.376,
577008.8885,5313123.614,
577009.0789,5313123.852,
577009.2693,5313124.09,
577009.4597,5313124.328,
577009.6501,5313124.566,
577009.8405,5313124.804,
577010.0309,5313125.042,
577010.2213,5313125.28,
577010.4117,5313125.518,
577010.6021,5313125.756,
577010.7925,5313125.994,
577010.9829,5313126.232,
577011.1733,5313126.47,
577011.3637,5313126.708,
577011.5542,5313126.946,
577011.7446,5313127.184,
577011.935,5313127.422,
577012.1254,5313127.66,
577012.3158,5313127.898,
577012.5062,5313128.136,
577012.6966,5313128.375,
577012.887,5313128.613,
577013.0774,5313128.851,
577013.2678,5313129.089,
577013.4582,5313129.327,
577013.6486,5313129.565,
577013.839,5313129.803,
577014.0295,5313130.041,
577014.2199,5313130.279,
577014.4103,5313130.517,
577014.6007,5313130.755,
577014.7911,5313130.993,
577014.9815,5313131.231,
577015.1719,5313131.469,
577015.3623,5313131.707,
577015.5527,5313131.945,
577015.7431,5313132.183,
577015.9335,5313132.421,
577016.1239,5313132.659,
577016.3143,5313132.897,
577016.5047,5313133.135,
577016.6952,5313133.373,
577016.8856,5313133.611,
577017.076,5313133.849,
577017.2663,5313134.087,
577017.4567,5313134.325,
577017.6471,5313134.563,
577017.8375,5313134.801,
577018.0279,5313135.039,
577018.2183,5313135.277,
577018.4087,5313135.515,
577018.5991,5313135.753,
577018.7895,5313135.991,
577018.9799,5313136.229,
577019.1704,5313136.467,
577019.3608,5313136.705,
577019.5512,5313136.943,
577019.7416,5313137.181,
577019.932,5313137.419,
577020.1224,5313137.657,
577020.3128,5313137.895,
577020.5032,5313138.133,
577020.6936,5313138.371,
577020.884,5313138.609,
577021.0744,5313138.847,
577021.2648,5313139.085,
577021.4552,5313139.323,
577021.6456,5313139.561,
577021.8361,5313139.799,
577022.0265,5313140.037,
577022.2169,5313140.275,
577022.4073,5313140.513,
577022.5977,5313140.751,
577022.7881,5313140.989,
577022.9785,5313141.227,
577023.1689,5313141.465,
577023.3593,5313141.703,
577023.5497,5313141.941,
577023.7401,5313142.179,
577023.9305,5313142.417,
577024.1209,5313142.655,
577024.3114,5313142.893,
577024.5018,5313143.131,
577024.6922,5313143.369,
577024.8826,5313143.607,
577025.073,5313143.845,
577025.2634,5313144.083,
577025.4538,5313144.321,
577025.6442,5313144.559,
577025.8346,5313144.797,
577026.025,5313145.035,
577026.2154,5313145.273,
577026.4058,5313145.511,
577026.5962,5313145.749,
577026.7867,5313145.987,
577026.9771,5313146.225,
577027.1675,5313146.463,
577027.3579,5313146.701,
577027.5483,5313146.939,
577027.7387,5313147.177,
577027.9291,5313147.415,
577028.1195,5313147.653,
577028.3099,5313147.891,
577028.5003,5313148.129,
577028.6907,5313148.367,
577028.8811,5313148.605,
577029.0715,5313148.843,
577029.2619,5313149.081,
577029.4524,5313149.319,
577029.6428,5313149.558,
577029.8332,5313149.796,
577030.0236,5313150.034,
577030.214,5313150.272,
577030.4044,5313150.51,
577030.5948,5313150.748,
577030.7852,5313150.986,
577030.9756,5313151.224,
577031.166,5313151.462,
577031.3564,5313151.7,
577031.5468,5313151.938,
577031.7372,5313152.176,
577031.9277,5313152.414,
577032.1181,5313152.652,
577032.3085,5313152.89,
577032.4989,5313153.128,
577032.6893,5313153.366,
577032.8797,5313153.604,
577033.0701,5313153.842,
577033.2605,5313154.08,
577033.4509,5313154.318,
577033.6413,5313154.556,
577033.8317,5313154.794,
577034.0221,5313155.032,
577034.2125,5313155.27,
577034.4029,5313155.508,
577034.5934,5313155.746,
577034.7838,5313155.984,
577034.9742,5313156.222,
577035.1646,5313156.46,
577035.355,5313156.698,
577035.5454,5313156.936,
577035.7358,5313157.174,
577035.9262,5313157.412,
577036.1166,5313157.65,
577036.307,5313157.888,
577036.4974,5313158.126,
577036.6878,5313158.364,
577036.8782,5313158.602,
577037.0687,5313158.84,
577037.2591,5313159.078,
577037.4495,5313159.316,
577037.6399,5313159.554,
577037.8303,5313159.792,
577038.0207,5313160.03,
577038.2111,5313160.268,
577038.4015,5313160.506,
577038.5919,5313160.744,
577038.7823,5313160.982,
577038.9727,5313161.22,
577039.1631,5313161.458,
577039.3535,5313161.696,
577039.5439,5313161.934,
577039.7344,5313162.172,
577039.9248,5313162.41,
577040.1152,5313162.648,
577040.3056,5313162.886,
577040.496,5313163.124,
577040.6864,5313163.362,
577040.8768,5313163.6,
577041.0672,5313163.838,
577041.2576,5313164.076,
577041.448,5313164.314,
577041.6384,5313164.552,
577041.8288,5313164.79,
577042.0192,5313165.028,
577042.2097,5313165.266,
577042.4001,5313165.504,
577042.5905,5313165.742,
577042.7809,5313165.98,
577042.9713,5313166.218,
577043.1617,5313166.456,
577043.3521,5313166.694,
577043.5425,5313166.932,
577043.7329,5313167.17,
577043.9233,5313167.408,
577044.1137,5313167.646,
577044.3041,5313167.884,
577044.4945,5313168.122,
577044.6849,5313168.36,
577044.8754,5313168.598,
577045.0658,5313168.836,
577045.2562,5313169.074,
577045.4466,5313169.312,
577045.637,5313169.55,
577045.8274,5313169.788,
577046.0178,5313170.026,
577046.2082,5313170.264,
577046.3986,5313170.502,
577046.589,5313170.74,
577046.7794,5313170.978,
577046.9698,5313171.216,
577047.1602,5313171.454,
577047.3507,5313171.692,
577047.5411,5313171.931,
577047.7315,5313172.169,
577047.9219,5313172.407,
577048.1123,5313172.645,
577048.3027,5313172.883,
577048.4931,5313173.121,
577048.6835,5313173.359,
577048.8739,5313173.597,
577049.0643,5313173.835,
577049.2547,5313174.073,
577049.4451,5313174.311,
577049.6355,5313174.549,
577049.8259,5313174.787,
577050.0164,5313175.025,
577050.2068,5313175.263,
577050.3972,5313175.501,
577050.5876,5313175.739,
577050.778,5313175.977,
577050.9684,5313176.215,
577051.1588,5313176.453,
577051.3492,5313176.691,
577051.5396,5313176.929,
577051.73,5313177.167,
577051.9204,5313177.405,
577052.1108,5313177.643,
577052.3012,5313177.881,
577052.4917,5313178.119,
577052.6821,5313178.357,
577052.8725,5313178.595,
577053.0629,5313178.833,
577053.2533,5313179.071,
577053.4437,5313179.309,
577053.6341,5313179.547,
577053.8245,5313179.785,
577054.0149,5313180.023,
577054.2053,5313180.261,
577054.3957,5313180.499,
577054.5861,5313180.737,
577054.7765,5313180.975,
577054.9669,5313181.213,
577055.1574,5313181.451,
577055.3478,5313181.689,
577055.5382,5313181.927,
577055.7286,5313182.165,
577055.919,5313182.403,
577056.1094,5313182.641,
577056.2998,5313182.879,
577056.4902,5313183.117,
577056.6806,5313183.355,
577056.871,5313183.593,
577057.0614,5313183.831,
577057.2518,5313184.069,
577057.4422,5313184.307,
577057.6327,5313184.545,
577057.8231,5313184.783,
577058.0135,5313185.021,
577058.2039,5313185.259,
577058.3943,5313185.497,
577058.5847,5313185.735,
577058.7751,5313185.973,
577058.9655,5313186.211,
577059.1559,5313186.449,
577059.3463,5313186.687,
577059.5367,5313186.925,
577059.7271,5313187.163,
577059.9175,5313187.401,
577060.1079,5313187.639,
577060.2984,5313187.877,
577060.4888,5313188.115,
577060.6792,5313188.353,
577060.8696,5313188.591,
577061.06,5313188.829,
577061.2504,5313189.067,
577061.4408,5313189.305,
577061.6312,5313189.543,
577061.8216,5313189.781,
577062.012,5313190.019,
577062.2024,5313190.257,
577062.3928,5313190.495,
577062.5832,5313190.733,
577062.7737,5313190.971,
577062.9641,5313191.209,
577063.1545,5313191.447,
577063.3449,5313191.685,
577063.5353,5313191.923,
577063.7257,5313192.161,
577063.9161,5313192.399,
577064.1065,5313192.637,
577064.2969,5313192.875,
577064.4873,5313193.113,
577064.6777,5313193.351,
577064.8681,5313193.589,
577065.0585,5313193.827,
577065.2489,5313194.065,
577065.4394,5313194.303,
577065.6298,5313194.541,
577065.8202,5313194.779,
577066.0106,5313195.018,
577066.201,5313195.256,
577066.3914,5313195.494,
577066.5818,5313195.732,
577066.7722,5313195.97,
577066.9626,5313196.208,
577067.153,5313196.446,
577067.3434,5313196.684,
577067.5338,5313196.922,
577067.7242,5313197.16,
577067.9147,5313197.398,
577068.1051,5313197.636,
577068.2955,5313197.874,
577068.4859,5313198.112,
577068.6763,5313198.35,
577068.8667,5313198.588,
577069.0571,5313198.826,
577069.2475,5313199.064,
577069.4379,5313199.302,
577069.6283,5313199.54,
577069.8187,5313199.778,
577070.0091,5313200.016,
577070.1995,5313200.254,
577070.39,5313200.492,
577070.5804,5313200.73,
577070.7708,5313200.968,
577070.9612,5313201.206,
577071.1516,5313201.444,
577071.342,5313201.682,
577071.5324,5313201.92,
577071.7228,5313202.158,
577071.9132,5313202.396,
577072.1036,5313202.634,
577072.294,5313202.872,
577072.4844,5313203.11,
577072.6748,5313203.348,
577072.8652,5313203.586,
577073.0557,5313203.824,
577073.2461,5313204.062,
577073.4365,5313204.3,
577073.6269,5313204.538,
577073.8173,5313204.776,
577074.0077,5313205.014,
577074.1981,5313205.252,
577074.3885,5313205.49,
577074.5789,5313205.728,
577074.7693,5313205.966,
577074.9597,5313206.204,
577075.1501,5313206.442,
577075.3405,5313206.68,
577075.531,5313206.918,
577075.7214,5313207.156,
577075.9118,5313207.394,
577076.1022,5313207.632,
577076.2926,5313207.87,
577076.483,5313208.108,
577076.6734,5313208.346,
577076.8638,5313208.584,
577077.0542,5313208.822,
577077.2445,5313209.06,
577077.4349,5313209.298,
577077.6253,5313209.536,
577077.8157,5313209.774,
577078.0061,5313210.012,
577078.1966,5313210.25,
577078.387,5313210.488,
577078.5774,5313210.726,
577078.7678,5313210.964,
577078.9582,5313211.202,
577079.1486,5313211.44,
577079.339,5313211.678,
577079.5294,5313211.916,
577079.7198,5313212.154,
577079.9102,5313212.392,
577080.1006,5313212.63,
577080.291,5313212.868,
577080.4814,5313213.106,
577080.6719,5313213.344,
577080.8623,5313213.582,
577081.0527,5313213.82,
577081.2431,5313214.058,
577081.4335,5313214.296,
577081.6239,5313214.534,
577081.8143,5313214.772,
577082.0047,5313215.01,
577082.1951,5313215.248,
577082.3855,5313215.486,
577082.5759,5313215.724,
577082.7663,5313215.962,
577082.9567,5313216.2,
577083.1471,5313216.438,
577083.3376,5313216.676,
577083.528,5313216.914,
577083.7184,5313217.152,
577083.9088,5313217.39,
577084.0992,5313217.628,
577084.2896,5313217.867,
577084.48,5313218.105,
577084.6704,5313218.343,
577084.8608,5313218.581,
577085.0512,5313218.819,
577085.2416,5313219.057,
577085.432,5313219.295,
577085.6224,5313219.533,
577085.8129,5313219.771,
577086.0033,5313220.009,
577086.1937,5313220.247,
577086.3841,5313220.485,
577086.5745,5313220.723,
577086.7649,5313220.961,
577086.9553,5313221.199,
577087.1457,5313221.437,
577087.3361,5313221.675,
577087.5265,5313221.913,
577087.7169,5313222.151,
577087.9073,5313222.389,
577088.0977,5313222.627,
577088.2881,5313222.865,
577088.4786,5313223.103,
577088.669,5313223.341,
577088.8594,5313223.579,
577089.0498,5313223.817,
577089.2402,5313224.055,
577089.4306,5313224.293,
577089.621,5313224.531,
577089.8114,5313224.769,
577090.0018,5313225.007,
577090.1922,5313225.245,
577090.3826,5313225.483,
577090.573,5313225.721,
577090.7634,5313225.959,
577090.9539,5313226.197,
577091.1443,5313226.435,
577091.3347,5313226.673,
577091.5251,5313226.911,
577091.7155,5313227.149,
577091.9059,5313227.387,
577092.0963,5313227.625,
577092.2867,5313227.863,
577092.4771,5313228.101,
577092.6675,5313228.339,
577092.8579,5313228.577,
577093.0483,5313228.815,
577093.2387,5313229.053,
577093.4291,5313229.291,
577093.6196,5313229.529,
577093.81,5313229.767,
577094.0004,5313230.005,
577094.1908,5313230.243,
577094.3812,5313230.481,
577094.5716,5313230.719,
577094.762,5313230.957,
577094.9524,5313231.195,
577095.1428,5313231.433,
577095.3332,5313231.671,
577095.5236,5313231.909,
577095.714,5313232.147,
577095.9044,5313232.385,
577096.0949,5313232.623,
577096.2853,5313232.861,
577096.4757,5313233.099,
577096.6661,5313233.337,
577096.8565,5313233.575,
577097.0469,5313233.813,
577097.2373,5313234.051,
577097.4277,5313234.289,
577097.6181,5313234.527,
577097.8085,5313234.765,
577097.9989,5313235.003,
577098.1893,5313235.241,
577098.3797,5313235.479,
577098.5701,5313235.717,
577098.7606,5313235.955,
577098.951,5313236.193,
577099.1414,5313236.431,
577099.3318,5313236.669,
577099.5222,5313236.907,
577099.7126,5313237.145,
577099.903,5313237.383,
577100.0934,5313237.621,
577100.2838,5313237.859,
577100.4742,5313238.097,
577100.6646,5313238.335,
577100.855,5313238.573,
577101.0454,5313238.811,
577101.2359,5313239.049,
577101.4263,5313239.287,
577101.6167,5313239.525,
577101.8071,5313239.763,
577101.9975,5313240.001,
577102.1879,5313240.239,
577102.3783,5313240.477,
577102.5687,5313240.715,
577102.7591,5313240.954,
577102.9495,5313241.192,
577103.1399,5313241.43,
577103.3303,5313241.668,
577103.5207,5313241.906,
577103.7111,5313242.144,
577103.9016,5313242.382,
577104.092,5313242.62,
577104.2824,5313242.858,
577104.4728,5313243.096,
577104.6632,5313243.334,
577104.8536,5313243.572,
577105.044,5313243.81,
577105.2344,5313244.048,
577105.4248,5313244.286,
577105.6152,5313244.524,
577105.8056,5313244.762,
577105.996,5313245,
577106.1864,5313245.238,
577106.3769,5313245.476,
577106.5673,5313245.714,
577106.7577,5313245.952,
577106.9481,5313246.19,
577107.1385,5313246.428,
577107.3289,5313246.666,
577107.5193,5313246.904,
577107.7097,5313247.142,
577107.9001,5313247.38,
577108.0905,5313247.618,
577108.2809,5313247.856,
577108.4713,5313248.094,
577108.6617,5313248.332,
577108.8522,5313248.57,
577109.0426,5313248.808,
577109.233,5313249.046,
577109.4234,5313249.284,
577109.6138,5313249.522,
577109.8042,5313249.76,
577109.9946,5313249.998,
577110.185,5313250.236,
577110.3754,5313250.474,
577110.5658,5313250.712,
577110.7562,5313250.95,
577110.9466,5313251.188,
577111.137,5313251.426,
577111.3274,5313251.664,
577111.5179,5313251.902,
577111.7083,5313252.14,
577111.8987,5313252.378,
577112.0891,5313252.616,
577112.2795,5313252.854,
577112.4699,5313253.092,
577112.6603,5313253.33,
577112.8507,5313253.568,
577113.0411,5313253.806,
577113.2315,5313254.044,
577113.4219,5313254.282,
577113.6123,5313254.52,
577113.8027,5313254.758,
577113.9932,5313254.996,
577114.1836,5313255.234,
577114.374,5313255.472,
577114.5644,5313255.71,
577114.7548,5313255.948,
577114.9452,5313256.186,
577115.1356,5313256.424,
577115.326,5313256.662,
577115.5164,5313256.9,
577115.7068,5313257.138,
577115.8972,5313257.376,
577116.0876,5313257.614,
577116.278,5313257.852,
577116.4684,5313258.09,
577116.6589,5313258.328,
577116.8493,5313258.566,
577117.0397,5313258.804,
577117.2301,5313259.042,
577117.4205,5313259.28,
577117.6109,5313259.518,
577117.8013,5313259.756,
577117.9917,5313259.994,
577118.1821,5313260.232,
577118.3725,5313260.47,
577118.5629,5313260.708,
577118.7533,5313260.946,
577118.9437,5313261.184,
577119.1342,5313261.422,
577119.3246,5313261.66,
577119.515,5313261.898,
577119.7054,5313262.136,
577119.8958,5313262.374,
577120.0862,5313262.612,
577120.2766,5313262.85,
577120.467,5313263.088,
577120.6574,5313263.326,
577120.8478,5313263.564,
577121.0382,5313263.802,
577121.2286,5313264.041,
577121.419,5313264.279,
577121.6094,5313264.517,
577121.7999,5313264.755,
577121.9903,5313264.993,
577122.1807,5313265.231,
577122.3711,5313265.469,
577122.5615,5313265.707,
577122.7519,5313265.945,
577122.9423,5313266.183,
577123.1327,5313266.421,
577123.3231,5313266.659,
577123.5135,5313266.897,
577123.7039,5313267.135,
577123.8943,5313267.373,
577124.0847,5313267.611,
577124.2752,5313267.849,
577124.4656,5313268.087,
577124.656,5313268.325,
577124.8464,5313268.563,
577125.0368,5313268.801,
577125.2272,5313269.039,
577125.4176,5313269.277,
577125.608,5313269.515,
577125.7984,5313269.753,
577125.9888,5313269.991,
577126.1792,5313270.229,
577126.3696,5313270.467,
577126.56,5313270.705,
577126.7504,5313270.943,
577126.9409,5313271.181,
577127.1313,5313271.419,
577127.3217,5313271.657,
577127.5121,5313271.895,
577127.7025,5313272.133,
577127.8929,5313272.371,
577128.0833,5313272.609,
577128.2737,5313272.847,
577128.4641,5313273.085,
577128.6545,5313273.323,
577128.8449,5313273.561,
577129.0353,5313273.799,
577129.2257,5313274.037,
577129.4162,5313274.275,
577129.6066,5313274.513,
577129.797,5313274.751,
577129.9874,5313274.989,
577130.1778,5313275.227,
577130.3682,5313275.465,
577130.5586,5313275.703,
577130.749,5313275.941,
577130.9394,5313276.179,
577131.1298,5313276.417,
577131.3202,5313276.655,
577131.5106,5313276.893,
577131.701,5313277.131,
